,account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
8089,70.0,30.0,143.4,72.0,24.38,170.0,92.0,14.45,127.9,70.4,5.76,9.4,4.0,2.54,3.0
8090,111.0,0.0,112.8,103.8,13.31,198.2,94.0,16.85,248.5,94.0,11.18,12.1,4.0,3.27,1.0
8091,117.0,0.0,97.1,98.0,16.51,182.48000000000002,131.0,19.38,240.0,111.0,10.8,10.6,3.0,2.86,1.0
8092,68.0,0.0,94.1,93.0,16.0,147.6,80.0,13.656,213.5,85.0,9.61,10.1,2.0,2.73,0.0
8093,27.0,0.0,226.3,95.0,38.47,274.3,109.0,23.32,242.7,119.0,10.92,8.2,3.0,2.21,2.0
8094,91.0,0.0,133.8,61.0,22.75,158.8,96.0,13.5,189.6,92.0,8.53,10.5,2.0,2.84,1.0
8095,181.0,27.0,190.3,93.0,32.35,249.0,127.0,21.17,215.7,82.0,9.71,10.6,4.0,2.86,1.0
8096,118.0,36.0,294.9,106.0,50.13,165.7,115.0,14.08,189.2,63.0,8.51,9.8,5.0,2.65,3.0
8097,112.0,0.0,185.4,114.0,31.52,191.4,119.0,16.27,144.0,78.0,6.48,10.0,11.0,2.7,2.0
8098,93.0,0.0,179.5,121.0,30.52,191.9,118.6,16.65,165.5,125.0,7.45,12.0,5.4,3.24,0.0
8099,102.0,0.0,158.0,94.0,26.86,207.9,100.0,17.67,190.4,120.0,8.57,10.1,10.0,2.73,0.0
8100,93.0,0.0,173.0,101.8,29.41,190.4,98.4,16.18,290.0,66.0,13.05,10.4,2.0,2.81,0.0
8101,107.0,32.0,134.2,101.0,22.81,211.9,145.0,18.01,167.6,138.0,7.54,8.2,5.0,2.21,1.0
8102,100.0,32.0,125.2,123.0,21.85,230.9,101.0,19.63,192.0,106.0,8.64,12.6,9.0,3.4,3.0
8103,115.0,11.4,195.9,111.0,33.3,227.0,108.0,19.3,313.2,101.2,14.09,13.2,1.0,2.9699999999999998,2.0
8104,63.0,13.0,206.7,61.0,36.41,176.34,102.6,15.4,174.0,68.0,7.83,10.3,2.0,2.78,0.0
8105,57.0,0.0,221.1,101.0,37.59,236.7,65.0,20.898000000000003,252.3,137.0,11.35,9.5,1.0,2.57,0.0
8106,119.0,26.0,132.0,100.0,22.44,182.37999999999997,121.0,14.73,203.5,108.0,9.16,9.459999999999999,5.0,3.13,1.0
8107,73.0,0.0,157.6,89.4,26.79,198.3,87.0,16.81,364.9,106.0,16.42,9.1,4.0,2.46,1.0
8108,98.0,30.0,110.3,71.0,18.75,182.4,108.0,15.5,183.8,88.0,8.27,11.0,8.0,2.97,2.0
8109,139.0,0.0,161.5,121.0,27.46,192.9,137.0,16.4,168.3,96.0,7.57,11.2,13.0,3.02,0.0
8110,31.0,28.0,171.8,107.2,29.21,240.7,125.0,20.46,245.5,80.0,11.05,10.6,7.0,2.86,1.0
8111,129.0,32.0,211.0,99.0,35.87,155.1,89.0,13.18,234.8,96.0,10.57,11.4,5.0,3.08,1.0
8112,115.0,0.0,140.08,89.2,23.68,204.45999999999998,95.0,17.424,151.0,75.0,6.8,9.3,3.0,2.51,7.0
8113,108.0,0.0,291.6,99.0,49.57,221.1,93.0,18.455999999999996,229.2,110.0,10.31,14.0,9.0,3.78,2.0
8114,139.0,0.0,139.0,101.8,23.63,132.9,93.0,11.784,272.0,120.0,12.24,12.1,2.2,3.27,0.0
8115,102.0,0.0,234.8,125.0,39.92,199.2,99.0,16.708,163.2,88.0,7.34,10.0,1.0,2.7,4.0
8116,149.0,0.0,187.6,83.0,29.595999999999997,201.4,81.0,16.082,264.2,79.0,11.89,8.8,1.0,2.38,1.0
8117,113.0,0.0,159.8,143.0,27.17,210.1,102.2,17.86,175.1,86.0,7.88,13.1,3.4,3.54,2.0
8118,131.0,33.0,177.1,100.0,30.11,194.0,85.0,16.49,253.4,124.0,11.4,5.2,5.0,1.4,1.0
8119,83.0,0.0,117.9,101.0,20.04,160.4,92.0,13.63,235.3,150.0,10.59,11.4,10.0,3.08,0.0
8120,96.0,21.0,247.6,95.0,42.09,256.3,150.0,20.066,158.6,72.0,7.14,10.8,6.0,2.92,2.0
8121,98.0,0.0,169.9,77.0,28.88,138.3,155.0,11.76,142.6,105.0,6.42,8.5,7.0,2.3,1.0
8122,3.0,0.0,185.0,120.0,31.45,203.34,129.0,17.31,170.5,89.0,7.67,14.1,3.0,3.81,3.0
8123,77.0,17.0,204.9,84.0,34.83,201.0,102.0,17.09,219.7,97.0,9.89,11.3,5.0,3.05,0.0
8124,75.0,24.0,225.5,119.0,38.34,182.0,108.0,15.47,270.9,106.0,12.19,9.4,2.0,2.54,3.0
8125,40.0,0.0,174.14,115.0,28.85,141.4,123.0,12.02,202.0,115.0,11.39,10.06,3.8,2.84,4.0
8126,108.0,0.0,239.3,102.0,40.68,220.57999999999998,127.0,18.99,251.4,104.0,11.31,10.6,6.0,2.86,0.0
8127,100.0,0.0,113.3,96.0,19.26,197.9,89.0,16.267999999999997,284.5,93.0,12.8,11.7,2.0,3.16,4.0
8128,16.0,0.0,161.9,100.0,27.52,230.1,114.6,19.56,148.8,78.0,6.7,10.2,11.0,2.75,3.0
8129,115.0,16.0,160.85999999999999,110.0,26.29,185.7,111.0,15.78,161.5,113.0,7.27,5.6,4.0,1.51,2.0
8130,108.0,25.0,170.7,88.0,29.02,138.88000000000002,113.0,9.34,165.7,99.0,7.46,8.7,2.0,2.35,3.0
8131,107.0,0.0,189.7,89.6,32.25,156.1,87.0,15.389999999999997,244.0,91.0,10.98,8.3,3.0,2.24,5.0
8132,161.0,0.0,322.3,100.0,54.79,230.4,135.0,16.798,241.5,104.0,10.87,7.8,5.0,2.11,2.0
8133,147.0,6.4,124.4,74.0,31.784,320.9,78.0,27.28,157.2,126.0,7.07,10.4,4.0,2.432,2.0
8134,107.0,0.0,146.9,94.0,24.284,114.3,111.0,9.72,114.5,97.0,5.15,11.4,5.0,3.08,3.0
8135,120.0,0.0,192.6,123.0,32.74,206.4,105.0,17.54,283.2,93.0,12.74,10.8,3.0,2.92,1.0
8136,107.0,36.0,96.3,83.0,16.37,179.6,91.0,15.994,166.3,121.0,7.48,10.3,2.0,2.78,1.0
8137,58.0,0.0,131.9,96.0,22.42,167.6,107.0,14.25,205.9,106.0,9.27,14.7,5.0,3.97,3.0
8138,91.0,0.0,147.2,121.0,25.02,175.2,87.0,14.89,136.3,80.0,6.13,13.3,3.0,3.59,2.0
8139,13.0,0.0,143.1,139.0,24.33,239.6,88.0,20.37,221.7,123.0,9.98,7.1,5.0,1.92,2.0
8140,104.0,0.0,280.4,113.2,47.67,179.4,79.0,16.836,150.6,77.0,6.892,15.2,6.0,4.1,5.0
8141,93.0,31.0,237.2,85.0,40.32,213.1,100.0,18.456,192.7,87.0,8.67,10.7,4.0,2.89,1.0
8142,95.0,0.0,184.2,95.0,31.31,181.6,101.0,15.44,143.4,113.0,6.45,12.8,4.0,3.46,2.0
8143,104.0,0.0,109.1,141.0,18.55,187.1,107.8,15.9,216.6,100.0,9.75,10.0,4.0,2.7,3.0
8144,35.0,0.0,138.1,115.0,23.48,158.2,82.0,13.45,215.7,118.0,9.71,10.3,4.0,2.78,5.0
8145,62.0,0.0,186.8,94.0,31.76,207.6,92.0,17.65,195.0,98.0,8.78,8.959999999999999,4.0,2.38,3.0
8146,143.0,0.0,155.4,112.0,28.410000000000004,290.9,92.0,24.73,228.4,91.0,10.28,13.9,5.0,3.75,1.0
8147,62.0,0.0,245.3,91.0,41.7,122.9,130.0,10.45,228.4,102.0,10.28,8.5,4.0,2.3,4.0
8148,60.0,0.0,205.9,97.0,35.0,277.4,117.0,23.58,202.0,139.0,9.09,11.0,2.0,2.97,0.0
8149,41.0,0.0,207.2,111.2,32.51199999999999,230.51999999999998,83.0,18.2,193.0,105.0,8.69,11.9,4.0,3.21,1.0
8150,34.0,14.0,177.82000000000002,100.0,25.76,248.7,126.0,21.14,199.8,120.0,8.99,10.7,5.0,2.89,2.0
8151,56.0,0.0,221.9,112.0,37.72,278.2,122.0,23.65,288.1,85.0,12.96,7.1,5.0,1.92,0.0
8152,183.0,0.0,190.0,100.0,32.3,246.6,78.0,20.96,304.2,107.0,13.69,9.5,4.0,2.57,1.0
8153,94.0,0.0,220.8,111.0,37.54,156.2,67.0,13.28,187.9,89.0,8.46,10.5,4.0,2.84,2.0
8154,73.0,47.0,173.7,117.0,29.53,204.0,114.0,17.34,174.6,94.0,7.86,6.3,3.0,1.7,2.0
8155,123.0,0.0,158.8,101.0,19.52,150.0,104.0,12.75,268.6,119.0,12.09,9.6,4.0,2.59,2.0
8156,64.0,0.0,113.8,97.0,19.35,192.3,97.0,16.35,214.9,89.0,9.67,10.4,1.0,2.81,3.0
8157,127.0,0.0,166.85999999999999,60.0,24.34,179.5,159.0,15.26,171.8,122.0,7.73,6.2,4.0,1.67,4.0
8158,33.0,0.0,184.4,113.2,31.35,203.8,102.2,17.32,237.4,100.0,10.68,9.3,5.0,2.51,3.0
8159,27.0,0.0,182.61999999999998,67.0,38.66,248.0,115.0,21.08,61.4,109.0,2.76,7.8,6.0,2.11,1.0
8160,123.0,0.0,173.48000000000002,99.0,38.08,210.7,80.0,17.91,231.9,75.0,10.44,2.1,5.0,0.57,0.0
8161,148.0,0.0,216.2,95.0,36.75,185.7,105.0,15.78,300.0,143.0,13.5,9.52,5.0,2.7,2.0
8162,81.0,0.0,137.88000000000002,121.0,22.08,230.1,105.0,19.56,140.5,123.0,6.32,13.3,3.0,3.59,0.0
8163,122.0,30.0,230.1,108.0,39.12,287.6,76.0,24.45,177.1,85.0,7.97,6.9,3.0,1.86,2.0
8164,52.0,0.0,204.4,97.0,34.75,273.2,128.0,23.22,179.6,118.0,8.08,11.0,5.0,2.97,1.0
8165,91.0,44.0,187.58,101.0,33.884,173.1,98.0,14.71,242.1,95.0,10.89,9.1,3.0,2.46,1.0
8166,54.0,0.0,247.5,90.6,41.74400000000001,225.4,93.0,19.11,229.92,104.6,10.99,10.2,2.0,2.7199999999999998,2.0
8167,152.0,0.0,169.73999999999998,93.0,27.25,136.4,102.6,11.59,197.3,107.0,8.88,9.0,2.0,2.43,1.0
8168,201.0,0.0,193.42000000000002,110.0,37.38,299.1,86.0,25.42,251.3,81.0,11.31,11.2,4.0,3.02,1.0
8169,78.0,0.0,103.5,115.0,17.6,117.9,102.0,13.212,201.0,94.0,9.05,12.0,3.0,3.258,4.0
8170,67.0,2.4,115.5,70.0,19.64,252.2,143.0,21.44,208.9,91.0,9.4,7.5,6.0,2.03,0.0
8171,100.0,0.0,218.8,125.0,37.2,148.3,102.0,12.61,277.8,97.0,12.5,9.7,6.0,2.62,1.0
8172,41.0,0.0,223.8,67.0,38.05,244.8,93.0,19.104000000000003,223.8,129.4,10.07,12.3,5.0,3.32,3.0
8173,133.0,0.0,143.8,71.0,24.45,184.0,112.0,15.64,275.5,132.0,12.4,12.9,4.0,3.48,3.0
8174,36.0,43.0,29.9,123.0,5.08,129.1,117.0,10.97,325.9,105.0,14.67,8.6,6.0,2.754,2.0
8175,51.0,28.0,276.7,121.0,47.04,203.7,98.0,17.912,246.2,88.0,11.08,8.3,3.0,2.24,0.0
8176,122.0,0.0,141.4,128.0,24.04,146.4,70.0,12.44,123.0,75.0,5.54,8.1,4.0,2.19,0.0
8177,84.0,41.0,153.9,102.0,26.16,140.7,117.0,11.96,217.7,101.0,9.8,12.8,5.0,3.46,1.0
8178,91.0,0.0,190.5,128.0,32.39,205.5,103.0,17.47,130.7,63.0,5.88,13.8,5.0,3.73,0.0
8179,110.0,0.0,192.6,102.0,32.74,178.9,118.8,15.21,214.6,74.0,9.66,9.4,4.0,2.54,1.0
8180,91.0,0.0,151.8,99.0,25.81,103.6,116.0,12.918000000000001,156.3,86.0,7.03,11.2,4.0,3.29,1.0
8181,121.0,11.0,215.6,74.0,36.65,192.9,98.0,16.4,144.0,103.0,6.48,10.1,4.0,2.73,5.0
8182,109.0,0.0,180.0,100.0,30.6,229.0,103.0,19.47,139.4,105.0,6.27,7.8,8.0,2.11,3.0
8183,95.0,0.0,157.3,116.0,27.052,197.5,77.0,16.79,128.2,111.0,5.77,8.4,4.0,2.27,2.0
8184,72.0,0.0,196.5,88.0,33.41,158.6,129.0,13.48,269.3,118.0,12.12,6.8,3.0,1.84,0.0
8185,73.0,0.0,240.3,130.0,40.85,162.5,83.0,13.81,231.9,136.0,10.346,11.9,3.0,3.21,0.0
8186,108.0,6.4,193.3,126.0,29.151999999999997,183.21999999999997,85.0,13.15,174.8,98.0,7.87,9.4,6.0,2.54,3.0
8187,58.0,39.0,211.9,103.8,36.02,274.4,76.0,23.32,210.5,139.0,9.47,5.4,4.0,1.46,1.0
8188,148.0,0.0,218.7,111.0,37.18,155.6,133.0,13.23,229.21999999999997,62.0,12.48,8.2,5.0,2.21,1.0
8189,76.0,0.0,246.8,93.0,41.96,206.3,63.0,17.54,208.4,123.0,9.38,13.2,5.0,3.56,0.0
8190,103.0,0.0,174.7,151.0,28.641999999999996,172.0,56.0,12.58,168.2,109.0,7.57,15.8,3.0,4.27,6.0
8191,87.0,0.0,240.0,91.6,40.8,177.14000000000001,106.0,11.4,189.1,84.0,8.51,9.3,2.0,2.51,0.0
8192,35.0,37.0,181.2,76.0,30.8,177.6,98.0,14.873999999999999,228.0,136.0,10.26,5.0,4.6,1.35,2.0
8193,88.0,0.0,113.7,67.0,19.33,165.1,127.0,15.734,141.5,142.0,6.582000000000001,10.8,3.0,2.92,1.0
8194,67.0,41.0,174.7,86.0,29.7,160.6,93.0,13.65,155.3,94.2,6.99,13.4,1.0,3.62,0.0
8195,77.0,29.0,211.1,92.0,35.89,224.4,97.0,19.0,148.4,106.0,6.68,9.7,9.0,2.62,2.0
8196,124.0,0.0,169.3,108.0,28.78,178.6,91.0,15.18,242.3,82.0,10.9,12.2,3.8,3.29,1.0
8197,30.0,0.0,247.4,107.0,42.06,175.9,76.0,14.95,287.4,90.0,12.93,11.3,2.0,3.05,0.0
8198,53.0,21.2,131.2,63.0,22.3,227.4,125.0,19.33,178.9,105.0,8.05,12.8,2.0,3.46,2.0
8199,152.0,0.0,161.4,84.0,27.44,163.6,88.0,14.645999999999997,153.2,121.0,6.89,11.8,5.0,3.19,1.0
8200,100.0,9.0,107.2,98.0,18.22,86.8,122.0,11.85,156.2,117.0,7.03,9.7,4.0,2.62,1.0
8201,59.0,32.0,211.9,120.0,36.02,202.9,136.0,20.43,213.5,95.0,9.61,8.8,5.0,2.38,1.0
8202,143.0,0.0,160.4,120.0,28.113999999999997,285.9,104.0,24.3,179.8,85.0,8.21,6.9,3.8,1.86,3.0
8203,142.0,40.0,230.7,101.0,39.22,218.6,88.0,21.83,263.9,92.0,11.88,6.4,3.0,1.73,1.0
8204,105.0,0.0,232.6,96.0,39.507999999999996,253.4,117.0,21.54,154.0,101.0,6.93,10.5,9.0,2.84,1.0
8205,111.0,0.0,217.7,96.8,50.1,294.6,72.0,25.04,260.1,121.0,11.7,10.8,3.0,2.92,1.0
8206,143.0,0.0,133.4,107.0,22.68,223.9,117.0,19.03,180.4,85.0,8.12,10.2,13.0,2.984,1.0
8207,93.0,22.0,306.2,123.0,52.05,197.92000000000002,83.0,16.12,240.3,107.0,10.81,11.7,2.0,3.16,0.0
8208,79.0,0.0,236.8,135.0,40.26,186.4,87.0,15.84,126.9,112.0,5.71,10.4,5.0,2.81,2.0
8209,68.0,24.0,125.7,92.0,26.151999999999997,275.9,98.0,23.45,214.5,108.0,9.65,14.2,6.0,3.0160000000000005,3.0
8210,93.0,0.0,168.4,100.2,28.63,276.0,127.0,23.46,196.2,48.0,8.83,11.4,3.0,3.08,1.0
8211,103.0,0.0,70.9,134.0,12.05,134.5,112.0,11.43,168.8,164.0,7.6,9.26,6.0,3.24,2.0
8212,144.0,38.0,105.0,86.0,17.85,121.8,123.0,10.35,221.5,122.0,9.97,3.7,4.0,1.0,0.0
8213,93.0,0.0,152.1,141.0,25.86,215.5,107.0,17.609999999999996,262.4,111.0,11.81,12.0,7.0,3.24,1.0
8214,149.0,0.0,180.9,79.0,30.75,194.9,117.0,16.57,197.8,109.0,8.642,8.8,4.8,2.38,3.0
8215,23.0,15.6,156.6,84.0,26.62,161.5,96.0,13.73,294.6,107.0,13.26,9.4,6.0,2.54,1.0
8216,221.0,24.0,180.5,85.0,30.69,224.1,92.0,19.05,205.7,103.0,9.26,2.4,3.0,0.65,0.0
8217,164.0,30.0,238.8,100.0,40.6,230.0,121.0,19.55,206.3,66.0,9.28,13.2,8.0,3.56,1.0
8218,104.0,18.0,182.1,66.0,30.96,213.6,65.0,17.212,193.0,108.0,8.69,13.4,9.0,3.62,2.0
8219,150.0,35.0,139.6,72.0,23.73,332.8,170.0,28.29,213.8,105.0,9.62,8.8,2.0,2.976,2.0
8220,184.0,7.4,192.26,76.0,34.05,253.6,105.0,21.56,149.3,93.0,6.72,10.2,5.0,2.838,0.0
8221,88.0,0.0,153.5,94.0,26.1,251.7,118.0,21.39,182.2,99.0,8.2,8.5,6.0,2.3,1.0
8222,61.0,29.0,128.2,119.0,21.79,171.7,83.0,14.75,250.9,114.0,11.29,11.7,6.0,3.16,3.0
8223,110.0,0.0,165.0,145.0,27.12,202.3,101.0,17.2,256.0,96.0,11.52,16.7,2.0,4.51,2.0
8225,33.0,0.0,251.9,81.0,42.82,194.6,96.0,16.54,211.2,87.0,9.5,9.72,3.0,2.626,2.0
8226,100.0,0.0,264.5,104.0,44.97,194.0,109.6,15.924000000000001,262.7,111.0,11.82,7.5,4.0,2.03,2.0
8227,209.0,0.0,155.44,105.0,26.13,188.6,87.0,16.03,200.8,95.0,9.04,10.7,2.0,2.89,0.0
8228,27.0,0.0,232.1,81.0,39.46,210.8,101.0,17.92,165.4,87.0,7.44,15.0,6.0,4.05,5.0
8229,117.0,0.0,201.9,111.6,34.32,200.42000000000002,96.0,18.05,176.9,98.0,7.96,7.8,10.0,2.11,1.0
8230,87.0,0.0,186.9,79.0,30.072000000000003,207.64000000000001,105.0,15.52,143.1,90.0,6.44,4.2,14.0,1.13,1.0
8231,129.0,27.0,196.6,89.0,33.42,180.6,95.0,15.35,245.0,83.0,11.03,6.6,5.6,1.78,1.0
8232,142.0,0.0,196.21999999999997,102.0,39.46,168.2,110.0,14.3,197.3,120.0,8.88,9.9,3.0,2.67,1.0
8233,112.0,0.0,166.0,79.0,28.22,74.6,100.0,6.34,247.9,74.0,11.16,6.3,7.0,1.7,0.0
8234,75.0,28.0,200.6,96.0,34.1,164.1,111.0,15.15,203.01999999999998,128.2,7.63,2.5,5.0,0.68,1.0
8235,97.0,25.0,141.0,101.0,23.97,212.0,85.0,18.02,175.2,138.0,7.88,8.419999999999998,2.0,1.32,3.0
8236,121.0,34.0,245.0,95.0,41.65,216.9,66.0,18.44,112.4,125.0,5.06,7.5,8.0,2.03,0.0
8237,142.0,0.0,140.8,140.0,23.94,228.6,109.4,19.43,152.9,88.0,6.88,10.9,7.0,2.94,1.0
8238,121.0,0.0,255.1,93.0,43.37,266.9,97.0,22.69,197.7,118.0,8.9,9.14,3.0,2.38,3.0
8239,87.0,33.0,125.0,99.0,21.25,235.3,81.0,20.0,215.3,95.0,9.69,10.2,7.0,2.75,2.0
8240,34.0,0.0,180.6,65.0,30.7,280.4,99.0,23.83,245.2,105.0,13.16,5.0,3.0,1.35,1.0
8241,177.0,0.0,248.7,118.0,42.28,172.3,73.0,14.65,191.9,87.0,8.64,9.86,3.8,3.05,1.0
8242,58.0,30.0,169.14000000000001,111.0,30.28,236.7,109.0,20.12,264.0,118.0,11.88,8.4,2.0,2.27,0.0
8243,113.0,0.0,122.2,112.0,20.77,131.7,94.0,11.19,169.5,106.0,7.63,10.3,9.0,2.78,5.0
8244,101.0,0.0,231.3,87.0,39.32,224.7,88.0,19.1,214.6,69.0,9.66,7.2,7.0,1.94,1.0
8245,89.0,0.0,111.2,101.0,18.9,122.1,94.0,10.38,180.8,85.0,8.14,12.6,2.8,3.4,3.0
8246,77.0,44.0,103.2,117.0,17.54,236.3,86.0,20.418,203.5,101.0,9.16,11.9,2.0,3.21,0.0
8247,146.0,0.0,138.4,104.0,23.53,158.9,122.0,13.51,47.4,73.0,2.13,3.9,9.0,1.05,4.0
8248,93.0,0.0,146.3,85.0,24.87,216.6,95.0,18.41,233.0,82.0,10.49,11.5,3.0,3.11,0.0
8249,160.0,0.0,206.3,66.0,35.07,241.1,109.0,20.49,227.8,102.0,10.25,11.7,6.0,3.16,0.0
8250,55.0,0.0,132.0,107.0,22.44,279.6,95.4,23.77,180.0,74.0,8.1,13.5,4.0,3.65,0.0
8251,88.0,0.0,274.6,105.0,46.68,161.1,121.0,13.69,194.4,123.0,8.75,9.2,4.0,2.48,2.0
8252,63.0,0.0,185.3,87.0,31.5,225.3,87.0,19.15,194.3,93.0,8.74,11.7,3.0,3.16,0.0
8253,127.0,15.2,154.8,69.0,26.32,177.2,97.2,15.06,207.6,102.0,9.34,9.0,4.0,2.43,1.0
8254,57.0,30.0,179.2,105.0,30.46,283.2,83.0,21.497999999999998,228.1,77.0,10.517999999999999,14.7,5.0,3.3280000000000003,1.0
8255,138.0,0.0,286.2,61.0,48.65,187.2,60.0,15.91,146.2,114.0,6.58,11.0,4.0,2.97,2.0
8256,115.0,0.0,268.0,115.0,45.56,153.6,106.0,15.367999999999999,232.3,73.6,10.45,17.0,1.0,4.59,3.0
8257,171.0,0.0,137.5,110.0,23.38,198.1,109.0,16.84,292.7,131.0,13.17,13.3,5.0,3.59,2.0
8258,148.0,0.0,221.57999999999998,115.0,37.668000000000006,191.8,91.0,16.3,117.8,93.0,5.3,13.4,5.0,2.84,2.0
8259,127.0,0.0,134.9,79.0,22.93,221.5,95.6,18.83,113.8,118.0,5.494000000000001,15.0,2.0,4.05,1.0
8260,61.0,7.8,204.7,76.0,39.81,216.7,112.4,18.42,130.6,122.0,5.88,13.9,2.0,3.75,1.0
8261,131.0,0.0,175.1,73.0,29.77,171.9,116.0,14.61,131.1,94.0,5.9,7.3,6.0,1.97,1.0
8262,88.0,0.0,142.2,107.0,24.17,262.4,84.0,18.972,139.2,99.0,6.26,10.1,5.0,3.086,1.0
8263,130.0,0.0,141.56,81.0,22.51,203.8,110.0,17.03,202.5,103.0,9.11,6.0,1.0,1.62,2.0
8264,89.0,9.6,122.08000000000001,98.0,16.63,207.2,67.0,17.61,214.5,126.0,9.65,7.42,2.0,1.59,0.0
8265,82.0,0.0,266.9,83.0,45.37,221.71999999999997,74.0,19.52,251.7,99.0,11.33,9.14,6.0,2.97,3.0
8266,138.0,33.0,155.2,139.0,26.38,268.3,79.0,23.288,186.4,71.0,8.39,9.7,4.0,3.122,3.0
8267,115.0,0.0,200.2,92.0,34.03,244.9,107.0,16.346,190.9,96.0,8.59,8.8,3.0,2.384,1.0
8268,84.0,0.0,246.76,105.0,49.15,233.8,97.0,19.87,223.5,148.0,10.06,12.7,2.0,3.43,2.0
8269,117.0,0.0,198.4,121.0,33.73,249.5,104.0,21.21,162.8,115.0,7.33,10.5,5.0,2.84,1.0
8270,60.0,0.0,180.3,86.4,30.65,208.0,85.0,17.68,181.2,101.0,8.15,12.8,6.0,3.46,2.0
8271,62.0,0.0,86.3,84.0,14.67,238.7,99.0,17.274,238.4,79.0,10.73,12.5,1.0,3.38,2.0
8272,133.0,0.0,295.0,141.0,50.15,223.6,101.0,19.01,229.4,109.0,10.32,12.9,4.0,3.48,2.0
8273,131.0,0.0,220.76,108.0,40.95,167.4,91.0,14.23,322.2,109.0,14.5,14.7,8.0,3.97,3.0
8274,65.0,0.0,207.7,109.0,35.31,217.5,117.0,18.49,125.6,111.0,5.65,8.0,5.0,2.16,1.0
8275,120.0,10.8,128.5,115.0,21.85,148.88,91.0,13.91,242.9,121.0,10.93,0.0,0.0,0.0,1.0
8276,142.0,22.0,224.4,114.0,38.15,146.0,106.0,12.41,241.4,98.0,10.86,8.8,2.0,2.38,1.0
8277,134.0,0.0,164.9,115.0,28.03,126.5,96.0,10.75,238.5,125.0,10.73,10.0,9.0,2.7,2.0
8278,87.0,0.0,230.35999999999999,97.0,40.46,170.72,97.0,13.98,282.5,132.0,12.71,10.6,6.0,2.86,2.0
8279,139.0,43.0,231.0,85.0,39.27,222.3,82.0,18.9,148.0,105.0,6.66,8.3,5.0,2.24,2.0
8280,76.0,0.0,107.3,140.0,18.24,238.2,133.0,20.25,271.8,108.6,12.23,10.0,3.0,2.7,4.0
8281,100.0,0.0,185.0,122.0,31.45,182.5,92.0,15.51,274.9,92.0,12.37,5.1,8.0,1.38,1.0
8282,99.0,31.0,244.1,71.0,41.5,203.4,58.0,17.29,234.0,115.0,10.53,7.7,4.0,2.08,3.0
8283,99.0,0.0,238.4,96.0,40.53,246.5,105.2,20.95,198.4,117.0,8.678,12.4,4.0,3.35,3.0
8284,48.0,21.6,141.1,109.0,23.99,275.88,94.0,19.1,174.3,122.0,7.84,13.2,2.0,3.56,1.0
8285,57.0,0.0,158.1,93.2,26.88,115.2,149.0,9.79,182.4,92.0,8.178,11.8,7.0,3.19,0.0
8286,106.0,30.0,220.1,105.0,37.42,222.2,109.0,18.89,158.4,102.6,7.13,13.1,8.0,3.54,0.0
8287,170.0,42.0,199.5,119.0,33.92,135.0,90.0,11.728,184.6,74.0,8.31,10.9,3.0,2.94,4.0
8288,78.0,0.0,109.5,105.0,18.62,286.1,90.0,24.32,247.6,113.0,11.14,4.9,9.0,1.32,1.0
8289,39.0,14.0,187.2,103.6,31.82,114.7,116.0,9.75,104.7,83.0,4.71,13.2,5.0,3.56,1.0
8290,127.0,0.0,107.9,128.0,18.34,187.0,77.0,16.19,218.5,95.0,9.83,0.0,0.0,0.0,0.0
8291,119.0,22.0,172.1,119.0,29.26,223.6,133.0,19.01,150.0,94.0,6.75,13.9,20.0,3.75,1.0
8292,114.0,0.0,203.8,85.0,35.124,87.8,110.0,7.46,166.2,122.0,7.760000000000001,11.7,4.0,3.364,1.0
8293,95.0,0.0,160.0,117.0,27.2,215.3,98.0,18.3,188.9,87.0,8.5,9.1,4.0,2.46,0.0
8294,116.0,0.0,51.1,106.0,8.69,208.6,137.0,17.73,198.0,92.0,8.91,12.3,3.0,3.32,1.0
8295,110.0,0.0,227.7,88.0,38.71,170.0,96.0,14.45,128.7,57.0,5.79,11.7,5.0,3.16,1.0
8296,74.0,0.0,200.8,92.0,34.65,205.1,111.0,17.43,154.9,109.0,6.97,9.0,2.0,2.408,1.0
8297,148.0,33.0,241.7,84.0,41.09,165.8,84.0,14.09,160.6,80.0,7.23,11.3,3.0,3.05,1.0
8298,83.0,0.0,78.1,70.0,13.28,239.3,115.0,20.34,144.4,112.0,6.5,10.98,4.0,3.32,1.0
8299,73.0,0.0,187.8,102.2,34.522,149.2,143.0,12.854000000000003,201.4,113.0,9.06,11.0,4.0,2.97,2.0
8300,111.0,8.4,127.1,94.0,21.61,228.3,105.0,19.41,166.7,108.0,7.5,7.1,3.0,2.918,1.0
8301,84.0,0.0,280.0,108.2,47.6,202.2,90.0,17.46,156.8,103.0,7.06,10.4,4.0,2.81,0.0
8302,75.0,0.0,153.2,78.0,27.404000000000003,210.8,99.0,18.451999999999998,153.5,100.0,6.91,7.8,3.0,2.11,1.0
8303,114.0,26.0,137.1,88.0,23.31,155.7,125.0,13.23,247.6,94.0,11.14,11.5,7.0,3.11,2.0
8304,71.0,0.0,186.1,96.6,31.64,198.6,115.2,16.88,214.4,80.0,9.29,13.8,5.0,3.7060000000000004,4.0
8305,58.0,22.0,224.1,127.0,38.1,199.74,85.0,20.3,174.2,86.0,7.84,11.5,7.0,3.11,2.0
