state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,customer_id
SC,87,415.0,no,no,0.0,136.3,97.0,23.17,172.2,108.0,14.64,137.5,101.0,6.19,7.1,5.0,1.92,0.0,no,68847342.0
VA,141,415.0,no,no,0.0,217.1,110.0,36.91,241.5,111.0,,253.5,103.0,11.41,12.0,6.0,3.24,0.0,no,24589988.0
IA,141,510.0,no,yes,36.0,187.5,99.0,31.88,241.4,,20.52,229.5,105.0,10.33,10.5,5.0,,3.0,no,17574385.0
MI,62,415.0,no,no,0.0,98.9,103.0,16.81,135.4,122.0,11.51,,82.0,10.65,12.2,1.0,3.29,1.0,no,32234056.0
OK,146,415.0,no,no,,206.3,151.0,35.07,148.6,89.0,12.63,167.2,91.0,7.52,6.1,3.0,1.65,1.0,no,58411349.0
DE,92,415.0,no,yes,33.0,243.1,92.0,41.33,213.8,92.0,18.17,228.7,104.0,10.29,12.1,2.0,3.27,2.0,no,54154224.0
GA,185,510.0,no,yes,31.0,,126.0,32.27,163.3,133.0,,264.8,126.0,11.92,7.5,3.0,2.03,1.0,no,55613236.0
DC,148,415.0,no,no,0.0,202.0,102.0,34.34,243.2,128.0,20.67,261.3,90.0,11.76,10.9,3.0,2.94,1.0,no,310036587.0
AZ,94,408.0,no,yes,38.0,170.1,124.0,,193.3,116.0,16.43,105.9,73.0,4.77,12.8,4.0,3.46,1.0,no,17938986.0
AL,32,510.0,no,no,0.0,,87.0,39.25,187.4,90.0,15.93,154.0,53.0,6.93,6.3,2.0,1.7,0.0,no,31942345.0
CO,68,408.0,no,no,0.0,237.1,105.0,40.31,223.5,105.0,,97.4,79.0,4.38,13.2,2.0,3.56,1.0,no,16730335.0
NH,64,408.0,no,yes,27.0,182.1,91.0,30.96,169.7,98.0,,164.7,,7.41,10.6,5.0,2.86,2.0,no,29567211.0
NM,25,415.0,no,no,,119.3,87.0,20.28,211.5,101.0,17.98,268.9,86.0,,10.5,,2.84,3.0,no,59813113.0
OR,65,415.0,no,no,0.0,116.8,87.0,19.86,178.9,93.0,15.21,182.4,150.0,8.21,14.1,2.0,3.81,1.0,no,24942849.0
LA,179,408.0,no,no,0.0,219.2,92.0,37.26,149.4,125.0,12.7,244.7,104.0,11.01,,5.0,1.65,0.0,no,54329438.0
NE,94,415.0,no,no,0.0,252.6,104.0,42.94,169.0,125.0,14.37,170.9,106.0,7.69,11.1,7.0,3.0,2.0,no,50076116.0
MN,62,415.0,no,no,0.0,,91.0,25.01,,107.0,16.18,195.2,115.0,8.78,12.2,3.0,3.29,0.0,no,56189764.0
MI,127,415.0,no,no,0.0,202.1,103.0,34.36,229.4,,19.5,195.2,113.0,8.78,11.5,3.0,3.11,2.0,no,22668156.0
AR,116,408.0,no,no,0.0,,,29.5,,76.0,16.5,208.0,112.0,9.36,,10.0,4.37,3.0,no,51381408.0
KS,70,408.0,no,no,0.0,,122.0,39.46,292.3,112.0,,201.2,112.0,9.05,0.0,0.0,,3.0,no,24200552.0
WV,94,510.0,yes,yes,23.0,,,33.51,214.5,136.0,18.23,282.2,103.0,12.7,9.5,5.0,,4.0,no,22251797.0
AK,126,415.0,no,no,,58.2,94.0,9.89,138.7,118.0,11.79,136.8,91.0,6.16,11.9,1.0,3.21,5.0,yes,59197178.0
NY,67,408.0,no,yes,36.0,115.6,111.0,19.65,,94.0,20.2,169.9,103.0,7.65,9.9,12.0,2.67,2.0,no,25684036.0
NH,19,408.0,no,no,0.0,186.1,,31.64,254.3,57.0,,214.0,127.0,9.63,14.6,7.0,3.94,2.0,no,15386071.0
VA,170,510.0,yes,no,0.0,259.9,68.0,44.18,245.0,122.0,20.83,134.4,121.0,6.05,8.4,3.0,2.27,3.0,no,54619077.0
NM,73,415.0,no,no,0.0,214.3,145.0,36.43,268.5,135.0,22.82,241.2,92.0,10.85,10.8,13.0,,1.0,no,27779677.0
NY,106,408.0,no,no,0.0,158.7,74.0,26.98,,139.0,5.47,198.5,103.0,8.93,10.2,4.0,2.75,1.0,no,25283565.0
AZ,93,415.0,no,no,0.0,271.6,71.0,46.17,229.4,108.0,19.5,77.3,121.0,,10.9,3.0,2.94,2.0,no,54976204.0
WY,164,510.0,no,no,,160.6,111.0,27.3,163.2,126.0,13.87,187.1,112.0,8.42,9.0,3.0,2.43,1.0,no,57463002.0
WA,51,408.0,no,no,0.0,232.4,,39.51,187.4,95.0,15.93,231.2,107.0,10.4,9.1,3.0,2.46,1.0,no,55719603.0
CO,107,415.0,no,no,0.0,133.8,,,,94.0,15.34,112.2,115.0,5.05,,4.0,2.4,0.0,no,28761344.0
TX,130,415.0,no,no,0.0,176.9,109.0,30.07,90.7,104.0,7.71,238.0,69.0,10.71,9.5,2.0,,1.0,no,14755003.0
KY,80,408.0,no,no,0.0,209.9,,35.68,195.1,77.0,16.58,208.2,119.0,9.37,8.8,4.0,2.38,2.0,no,7395643.0
MT,94,415.0,no,no,0.0,137.5,118.0,23.38,203.2,,17.27,150.0,131.0,6.75,13.4,2.0,3.62,0.0,no,2516250.0
OK,118,408.0,no,yes,23.0,289.5,52.0,49.22,166.6,111.0,14.16,119.1,88.0,5.36,9.5,4.0,2.57,1.0,no,67157099.0
MD,117,415.0,no,yes,23.0,198.1,86.0,33.68,177.0,86.0,15.05,180.5,92.0,8.12,6.8,6.0,1.84,1.0,no,24962144.0
TN,78,415.0,no,no,0.0,,119.0,25.45,182.2,115.0,15.49,261.5,126.0,,9.7,8.0,2.62,0.0,no,59272021.0
TX,208,510.0,no,no,0.0,326.5,67.0,55.51,176.3,113.0,,181.7,102.0,8.18,10.7,,2.89,2.0,yes,59189662.0
ME,131,510.0,yes,yes,26.0,292.9,101.0,49.79,199.7,97.0,16.97,,127.0,11.49,13.8,7.0,3.73,4.0,yes,51145142.0
DC,63,408.0,no,no,0.0,83.0,64.0,14.11,177.0,106.0,,245.7,89.0,11.06,13.0,,3.51,0.0,no,37487527.0
MN,53,415.0,no,yes,24.0,145.7,146.0,24.77,220.5,136.0,18.74,249.9,,11.25,,5.0,3.54,3.0,no,54750955.0
DE,62,408.0,no,no,0.0,182.3,101.0,30.99,328.2,93.0,27.9,245.0,131.0,11.03,11.2,1.0,3.02,2.0,no,54978564.0
MD,97,415.0,no,no,0.0,218.0,86.0,,184.0,94.0,15.64,240.5,110.0,,6.4,8.0,1.73,3.0,no,50028356.0
MI,105,510.0,no,no,0.0,140.6,,23.9,178.6,51.0,15.18,217.0,,9.76,6.8,3.0,1.84,2.0,no,32019200.0
WA,157,415.0,no,no,0.0,,105.0,25.96,257.5,80.0,21.89,198.1,93.0,8.91,,4.0,2.54,1.0,no,32216699.0
MO,66,415.0,no,yes,36.0,106.7,76.0,18.14,209.8,77.0,17.83,190.4,117.0,8.57,12.1,2.0,3.27,1.0,no,24200750.0
IN,122,415.0,no,no,0.0,243.8,,41.45,83.9,72.0,7.13,179.8,,8.09,13.7,8.0,3.7,2.0,no,50718642.0
OR,38,415.0,no,no,0.0,194.4,94.0,33.05,186.7,95.0,15.87,223.3,90.0,10.05,10.8,5.0,2.92,3.0,no,54766332.0
MD,106,510.0,no,no,,213.9,95.0,36.36,,70.0,12.91,260.1,124.0,,12.2,5.0,3.29,3.0,no,8368649.0
RI,99,510.0,no,no,0.0,217.2,112.0,,246.7,,20.97,226.1,89.0,10.17,,7.0,4.27,3.0,no,40345290.0
LA,99,415.0,no,no,0.0,241.1,72.0,,155.6,98.0,13.23,188.2,109.0,8.47,,10.0,3.13,1.0,no,13513270.0
AZ,144,510.0,yes,no,0.0,203.5,100.0,34.6,247.6,103.0,21.05,194.3,94.0,8.74,11.9,11.0,3.21,0.0,no,33730805.0
PA,82,415.0,no,yes,24.0,,131.0,26.38,244.5,106.0,20.78,122.4,68.0,5.51,10.7,3.0,2.89,1.0,no,52055217.0
AZ,86,408.0,no,yes,31.0,167.6,139.0,,113.0,118.0,9.61,246.9,121.0,11.11,12.2,,3.29,1.0,no,313848228.0
FL,70,510.0,yes,no,0.0,,98.0,38.54,228.1,115.0,19.39,73.2,93.0,3.29,17.6,4.0,4.75,2.0,yes,40486052.0
LA,93,415.0,no,no,0.0,179.3,93.0,30.48,178.6,98.0,15.18,,,10.13,11.5,6.0,3.11,3.0,no,58839507.0
FL,93,415.0,no,no,0.0,151.4,89.0,25.74,186.4,76.0,,172.5,120.0,7.76,10.9,3.0,2.94,0.0,no,54936455.0
FL,120,415.0,no,no,0.0,180.0,80.0,30.6,224.2,,19.06,265.4,91.0,11.94,4.7,,1.27,3.0,no,5871934.0
MD,136,415.0,no,no,0.0,250.2,121.0,42.53,267.1,118.0,22.7,151.0,114.0,6.8,13.0,2.0,3.51,1.0,yes,24306458.0
AL,106,415.0,no,no,0.0,223.0,121.0,37.91,110.1,98.0,9.36,188.7,107.0,8.49,7.1,12.0,1.92,0.0,no,40020489.0
WA,81,415.0,no,no,0.0,183.6,116.0,31.21,152.6,98.0,12.97,212.2,99.0,9.55,12.2,6.0,3.29,3.0,no,69642817.0
TN,127,408.0,no,yes,22.0,166.0,114.0,,174.5,103.0,14.83,244.9,68.0,11.02,10.2,6.0,2.75,1.0,no,50309590.0
MS,65,415.0,no,no,0.0,136.1,112.0,23.14,272.9,96.0,,220.2,104.0,9.91,4.4,2.0,1.19,1.0,no,35800689.0
ME,35,408.0,no,no,0.0,149.3,113.0,25.38,242.2,122.0,20.59,174.3,104.0,7.84,8.9,,2.4,2.0,no,24030231.0
OK,88,408.0,no,no,0.0,65.4,,11.12,168.2,76.0,14.3,236.0,113.0,10.62,13.8,1.0,3.73,2.0,no,31925183.0
IN,65,415.0,no,no,0.0,213.4,111.0,36.28,234.5,,19.93,250.1,123.0,11.25,2.7,4.0,0.73,1.0,no,29339645.0
MO,123,415.0,no,no,0.0,206.9,85.0,35.17,244.7,78.0,20.8,221.5,136.0,9.97,7.7,2.0,2.08,3.0,no,13308655.0
IA,126,408.0,no,yes,27.0,186.2,78.0,31.65,189.6,83.0,16.12,76.5,139.0,3.44,9.6,3.0,2.59,2.0,no,8718496.0
VA,104,415.0,no,yes,23.0,280.2,136.0,47.63,,92.0,18.74,136.9,,,13.3,3.0,3.59,4.0,no,35367291.0
KY,45,415.0,no,yes,22.0,196.6,84.0,33.42,313.2,92.0,26.62,163.3,108.0,7.35,11.9,3.0,3.21,0.0,no,55362230.0
MD,93,408.0,yes,no,0.0,312.0,109.0,53.04,129.4,100.0,11.0,217.6,74.0,9.79,10.5,2.0,2.84,0.0,yes,50727700.0
OH,63,415.0,yes,yes,36.0,199.0,110.0,33.83,291.3,111.0,,197.6,92.0,8.89,11.0,6.0,2.97,1.0,no,68626597.0
OK,100,415.0,no,no,0.0,203.1,96.0,34.53,217.0,126.0,,180.9,122.0,8.14,,2.0,3.65,3.0,no,38946208.0
NV,53,415.0,no,no,0.0,168.8,97.0,28.7,220.3,87.0,,154.3,113.0,6.94,10.9,2.0,2.94,0.0,no,58624784.0
ID,92,415.0,yes,no,0.0,173.1,140.0,29.43,240.3,105.0,20.43,233.2,117.0,10.49,9.0,5.0,2.43,1.0,no,28047595.0
MN,139,510.0,no,no,0.0,134.4,106.0,22.85,211.3,,17.96,193.6,125.0,8.71,10.2,2.0,2.75,5.0,yes,33669052.0
SD,110,408.0,no,yes,40.0,202.6,103.0,34.44,,,,234.9,98.0,10.57,9.0,9.0,2.43,2.0,no,17221706.0
IL,110,408.0,no,no,0.0,74.5,,,200.8,98.0,17.07,192.2,101.0,8.65,9.8,7.0,2.65,3.0,no,22627608.0
WY,215,510.0,no,no,0.0,83.6,148.0,14.21,120.9,,,226.6,110.0,10.2,10.7,9.0,2.89,0.0,no,912899.0
AL,73,415.0,no,no,0.0,192.2,86.0,32.67,168.6,116.0,14.33,139.8,87.0,6.29,9.4,6.0,2.54,1.0,no,54168588.0
NJ,138,510.0,no,no,0.0,220.2,89.0,37.43,88.3,125.0,7.51,195.3,79.0,8.79,12.9,5.0,3.48,0.0,no,33907718.0
NV,137,415.0,yes,no,0.0,,95.0,22.97,134.1,102.0,11.4,223.1,,10.04,12.3,2.0,3.32,2.0,yes,14249031.0
IN,36,415.0,no,no,0.0,253.4,,43.08,182.4,,15.5,,103.0,12.41,8.4,2.0,2.27,1.0,no,307540062.0
WV,85,408.0,no,no,,225.0,81.0,,176.9,63.0,,194.3,110.0,8.74,7.1,2.0,1.92,3.0,no,52011632.0
VA,108,408.0,no,no,,,99.0,33.75,,60.0,22.76,354.9,75.0,15.97,9.4,3.0,2.54,0.0,yes,25500695.0
SC,22,408.0,no,no,0.0,110.3,107.0,18.75,166.5,93.0,14.15,202.3,96.0,9.1,9.5,5.0,2.57,0.0,no,51263788.0
RI,107,415.0,no,yes,37.0,60.0,102.0,10.2,102.2,80.0,8.69,261.8,106.0,11.78,11.1,3.0,3.0,0.0,no,56391279.0
IN,51,510.0,no,no,0.0,214.8,94.0,36.52,149.7,58.0,12.72,283.4,66.0,12.75,10.2,5.0,2.75,0.0,no,23755754.0
AZ,94,408.0,no,no,0.0,181.8,,30.91,202.4,98.0,17.2,245.9,97.0,11.07,9.2,2.0,2.48,4.0,no,9430661.0
NM,119,510.0,no,yes,23.0,154.0,114.0,26.18,278.0,,23.63,228.4,112.0,10.28,11.8,4.0,3.19,2.0,no,54780721.0
OR,33,415.0,no,yes,29.0,157.4,99.0,26.76,117.9,80.0,10.02,279.2,79.0,12.56,13.9,11.0,3.75,4.0,yes,51438315.0
NJ,106,415.0,no,no,0.0,207.9,91.0,35.34,172.0,109.0,14.62,191.8,143.0,8.63,14.4,7.0,3.89,4.0,no,56192214.0
MS,82,408.0,no,no,0.0,207.0,90.0,35.19,232.9,83.0,19.8,172.4,108.0,7.76,9.1,8.0,2.46,3.0,no,3416427.0
MI,86,510.0,no,yes,41.0,119.0,101.0,20.23,230.0,134.0,,236.9,58.0,10.66,9.5,3.0,2.57,0.0,no,42358408.0
TX,97,415.0,yes,no,0.0,143.7,117.0,24.43,273.0,82.0,,178.3,,8.02,10.9,3.0,2.94,0.0,no,28107381.0
FL,106,408.0,no,yes,32.0,165.9,126.0,28.2,216.5,,,173.1,86.0,7.79,14.1,8.0,3.81,4.0,no,23550916.0
DC,108,510.0,no,no,,138.6,122.0,23.56,172.3,,14.65,231.6,92.0,10.42,9.8,3.0,2.65,1.0,no,36053239.0
TX,114,415.0,no,no,0.0,84.7,118.0,14.4,249.9,86.0,21.24,193.4,95.0,8.7,14.5,8.0,3.92,1.0,no,23897754.0
KS,92,408.0,yes,no,0.0,62.6,111.0,10.64,,126.0,15.35,221.7,80.0,9.98,10.4,2.0,2.81,1.0,yes,29437548.0
UT,59,510.0,no,no,0.0,155.2,,26.38,235.3,,20.0,169.4,80.0,7.62,,4.0,2.35,1.0,no,859231.0
MN,24,510.0,no,yes,25.0,164.9,110.0,28.03,209.3,105.0,17.79,231.2,55.0,10.4,,9.0,1.81,1.0,no,58078890.0
IL,151,408.0,no,no,0.0,134.5,,22.87,143.1,112.0,,223.9,61.0,10.08,15.4,1.0,4.16,1.0,no,317216893.0
NM,117,415.0,no,no,0.0,,103.0,24.36,211.3,108.0,17.96,185.2,96.0,8.33,11.5,3.0,3.11,1.0,no,22950190.0
SC,78,510.0,no,no,,168.3,,28.61,221.2,73.0,18.8,241.0,136.0,,,1.0,3.38,1.0,no,31439813.0
NC,155,408.0,no,no,0.0,262.4,55.0,44.61,194.6,113.0,,146.5,85.0,6.59,8.3,,2.24,2.0,no,36030625.0
WV,114,510.0,no,yes,30.0,206.2,79.0,35.05,260.0,91.0,22.1,291.6,83.0,13.12,11.4,6.0,3.08,1.0,no,59302240.0
RI,114,510.0,no,yes,,225.8,94.0,38.39,,117.0,16.41,232.4,100.0,10.46,8.4,9.0,2.27,4.0,no,54242094.0
NH,119,408.0,no,no,0.0,138.3,89.0,23.51,170.5,78.0,14.49,263.9,98.0,11.88,13.5,6.0,3.65,3.0,no,24026361.0
MO,64,510.0,no,yes,48.0,94.4,104.0,16.05,136.2,101.0,11.58,147.4,89.0,,4.5,4.0,1.22,0.0,no,53374542.0
MA,118,408.0,yes,no,0.0,160.0,123.0,27.2,175.4,96.0,14.91,184.8,99.0,8.32,9.9,3.0,2.67,2.0,no,58651118.0
PA,101,415.0,no,no,0.0,206.6,105.0,35.12,224.9,117.0,19.12,249.9,100.0,,14.6,3.0,3.94,0.0,no,13176862.0
OK,117,415.0,no,no,0.0,134.7,121.0,22.9,180.0,83.0,15.3,200.9,104.0,9.04,7.7,3.0,2.08,1.0,no,32410334.0
AL,49,415.0,no,yes,28.0,214.4,78.0,36.45,235.2,100.0,19.99,206.2,107.0,9.28,8.0,13.0,2.16,3.0,no,24207532.0
WY,139,415.0,no,no,0.0,192.8,104.0,32.78,234.4,96.0,19.92,203.2,101.0,9.14,13.0,3.0,3.51,3.0,no,5615190.0
PA,92,408.0,no,yes,28.0,151.1,,25.69,194.8,79.0,16.56,239.2,114.0,10.76,10.0,3.0,2.7,1.0,no,34101659.0
WA,83,415.0,no,no,0.0,221.4,103.0,37.64,231.8,103.0,,122.5,100.0,5.51,9.8,5.0,2.65,3.0,no,51277036.0
HI,148,510.0,yes,no,0.0,,88.0,37.21,208.0,85.0,,203.3,99.0,9.15,11.1,4.0,3.0,0.0,no,308915305.0
SD,144,408.0,no,yes,48.0,189.8,96.0,32.27,123.4,67.0,10.49,214.2,106.0,9.64,6.5,2.0,1.76,2.0,yes,57983256.0
AL,131,415.0,no,yes,25.0,192.7,85.0,32.76,225.9,105.0,,254.2,59.0,11.44,10.9,6.0,2.94,2.0,no,25424649.0
VT,146,510.0,yes,no,0.0,204.4,135.0,34.75,219.1,90.0,18.62,222.7,114.0,10.02,10.5,6.0,2.84,3.0,no,33123027.0
MT,143,415.0,no,no,0.0,172.3,97.0,29.29,174.0,108.0,,,119.0,8.47,13.0,4.0,3.51,2.0,no,23871676.0
MN,81,415.0,no,no,0.0,198.4,93.0,33.73,210.9,108.0,,193.3,71.0,8.7,10.4,6.0,2.81,2.0,no,14260830.0
AK,48,415.0,no,yes,,211.7,115.0,35.99,,84.0,13.59,144.1,80.0,,12.2,1.0,3.29,1.0,no,13356993.0
MI,86,415.0,no,yes,28.0,221.6,74.0,37.67,288.4,100.0,,240.3,105.0,10.81,9.0,,2.43,1.0,no,8962094.0
DE,71,415.0,no,no,0.0,197.9,,33.64,181.5,109.0,15.43,281.4,56.0,12.66,6.7,5.0,,3.0,no,28657963.0
SD,145,408.0,no,yes,24.0,147.5,90.0,25.08,175.7,108.0,14.93,252.1,102.0,11.34,15.6,,4.21,2.0,no,28874642.0
MI,137,510.0,no,no,0.0,206.4,122.0,35.09,128.0,,10.88,194.5,84.0,8.75,8.8,5.0,,2.0,no,39552.0
KS,137,408.0,no,no,0.0,205.9,,35.0,209.3,86.0,,289.9,84.0,13.05,14.5,4.0,3.92,2.0,no,53648861.0
AL,167,510.0,no,no,0.0,,,35.29,132.4,63.0,11.25,,98.0,,14.1,5.0,3.81,0.0,no,4283172.0
OK,89,510.0,no,no,0.0,303.9,95.0,51.66,260.9,114.0,22.18,312.1,89.0,14.04,5.3,3.0,1.43,1.0,yes,17086489.0
CT,199,415.0,no,yes,34.0,230.6,,,219.4,99.0,18.65,299.3,94.0,13.47,8.0,2.0,2.16,0.0,no,24177875.0
NE,132,510.0,no,no,0.0,,110.0,16.92,129.1,80.0,10.97,125.1,124.0,5.63,9.7,3.0,2.62,0.0,no,5876.0
WI,94,510.0,no,no,0.0,177.1,112.0,,194.0,112.0,16.49,146.7,108.0,6.6,5.9,4.0,1.59,1.0,no,76819416.0
CT,96,415.0,no,yes,37.0,172.7,93.0,29.36,120.1,116.0,10.21,216.1,,9.72,10.3,5.0,2.78,5.0,yes,28459022.0
WI,96,510.0,no,yes,,,86.0,29.36,133.4,,11.34,259.5,70.0,11.68,,3.0,2.65,1.0,no,33795287.0
IN,166,510.0,no,no,0.0,204.2,115.0,34.71,179.9,,,216.8,,9.76,9.5,,2.57,1.0,no,22512610.0
DC,74,415.0,no,no,0.0,85.7,83.0,14.57,247.7,67.0,21.05,142.4,85.0,6.41,10.1,5.0,2.73,2.0,no,31825292.0
AR,36,415.0,no,no,0.0,157.6,117.0,26.79,184.3,58.0,15.67,240.4,,10.82,11.9,,3.21,0.0,no,31849029.0
ME,113,415.0,no,no,0.0,,129.0,36.64,218.7,117.0,18.59,207.1,91.0,,6.6,9.0,1.78,4.0,no,3993284.0
MN,94,415.0,no,no,0.0,181.5,,30.86,199.9,88.0,16.99,287.7,114.0,,6.6,,1.78,1.0,no,33827379.0
MD,67,415.0,no,no,0.0,171.7,80.0,29.19,110.4,81.0,,195.4,111.0,8.79,11.9,4.0,3.21,2.0,no,55081160.0
FL,127,415.0,no,no,0.0,266.6,106.0,45.32,264.8,168.0,22.51,207.2,119.0,9.32,5.9,,1.59,1.0,yes,22867022.0
RI,121,408.0,no,no,0.0,170.4,108.0,28.97,350.5,68.0,29.79,297.0,87.0,13.37,11.2,3.0,3.02,0.0,yes,56826001.0
IA,158,415.0,no,no,0.0,158.0,106.0,26.86,292.5,114.0,,241.1,89.0,10.85,9.1,4.0,2.46,1.0,no,3922382.0
AZ,136,510.0,no,no,0.0,92.0,117.0,15.64,253.6,77.0,21.56,214.1,90.0,9.63,,10.0,2.78,1.0,no,32784456.0
MO,196,415.0,no,no,0.0,234.0,109.0,39.78,249.5,114.0,21.21,173.1,70.0,7.79,9.1,5.0,2.46,2.0,no,306903519.0
VT,113,415.0,no,no,0.0,272.1,111.0,46.26,268.5,118.0,22.82,213.8,105.0,9.62,,10.0,2.3,1.0,yes,31436595.0
IN,122,408.0,no,no,0.0,296.4,,50.39,214.8,89.0,,133.9,107.0,6.03,11.4,3.0,3.08,4.0,yes,308886118.0
RI,112,510.0,no,no,0.0,194.4,101.0,33.05,190.3,82.0,16.18,183.4,107.0,8.25,11.4,,,0.0,no,4323861.0
SD,209,415.0,no,no,0.0,227.2,,38.62,258.4,92.0,21.96,183.5,74.0,8.26,8.9,4.0,2.4,3.0,no,27228105.0
MN,62,415.0,no,no,0.0,248.7,109.0,42.28,,,18.7,265.7,78.0,11.96,13.2,2.0,3.56,1.0,yes,58007352.0
TX,110,415.0,no,yes,38.0,236.3,102.0,40.17,195.9,112.0,16.65,183.5,82.0,8.26,9.7,6.0,2.62,1.0,no,59718429.0
VA,16,510.0,no,no,0.0,205.6,69.0,34.95,169.5,93.0,14.41,220.1,64.0,9.9,10.9,,2.94,0.0,no,27013549.0
MA,73,408.0,no,no,0.0,94.1,136.0,16.0,280.3,122.0,23.83,205.0,77.0,9.23,9.8,,2.65,0.0,no,28696300.0
ID,128,408.0,no,no,,125.2,99.0,,205.4,107.0,,254.4,111.0,11.45,,2.0,5.1,0.0,no,22305767.0
MA,39,408.0,no,no,0.0,60.4,158.0,10.27,306.2,120.0,,123.9,46.0,5.58,12.4,3.0,3.35,1.0,no,303903751.0
GA,103,415.0,no,yes,28.0,,105.0,20.57,270.4,100.0,,160.5,76.0,7.22,7.7,4.0,2.08,2.0,no,58860206.0
RI,119,415.0,no,yes,29.0,117.8,66.0,20.03,256.8,114.0,21.83,147.6,76.0,6.64,7.6,,2.05,3.0,no,55984678.0
ID,173,510.0,no,yes,21.0,,96.0,39.51,211.9,118.0,18.01,273.0,102.0,12.29,5.0,5.0,1.35,3.0,no,29266954.0
SD,128,510.0,yes,yes,32.0,,81.0,38.0,188.8,74.0,16.05,154.9,101.0,6.97,9.4,2.0,,2.0,yes,50876523.0
MA,86,510.0,no,no,0.0,176.3,79.0,29.97,259.2,97.0,22.03,287.4,78.0,12.93,6.2,3.0,1.67,0.0,no,30045751.0
WY,114,415.0,no,yes,32.0,125.2,79.0,21.28,177.8,105.0,15.11,232.4,89.0,10.46,12.9,3.0,3.48,1.0,no,27186592.0
VA,104,408.0,no,no,0.0,138.7,107.0,23.58,256.9,113.0,,234.9,74.0,10.57,10.0,3.0,2.7,0.0,no,31382021.0
OR,148,415.0,no,no,0.0,86.3,134.0,14.67,,92.0,20.96,251.6,91.0,11.32,11.3,4.0,3.05,1.0,no,25112640.0
VA,129,408.0,no,no,0.0,207.0,91.0,35.19,154.9,121.0,13.17,245.1,112.0,11.03,,,3.62,3.0,no,23678105.0
ME,100,510.0,no,yes,30.0,58.8,104.0,10.0,219.5,107.0,,152.3,118.0,6.85,7.1,3.0,1.92,0.0,no,26755207.0
AL,121,408.0,no,yes,35.0,68.7,95.0,11.68,209.2,69.0,17.78,,42.0,8.88,11.4,4.0,3.08,1.0,no,59716423.0
GA,143,408.0,no,yes,33.0,239.2,109.0,40.66,235.5,112.0,20.02,156.3,95.0,,9.5,4.0,2.57,1.0,no,1986967.0
IA,76,510.0,no,no,0.0,198.3,130.0,33.71,217.1,86.0,18.45,188.4,96.0,8.48,12.5,3.0,3.38,0.0,no,543498327.0
AZ,158,510.0,no,no,,205.2,97.0,34.88,240.6,77.0,,79.7,108.0,3.59,14.4,12.0,3.89,0.0,no,57983140.0
FL,116,510.0,no,no,0.0,192.1,98.0,32.66,312.9,135.0,26.6,130.2,94.0,5.86,7.9,2.0,,3.0,no,317735678.0
MT,54,415.0,no,no,,272.6,83.0,46.34,,,21.14,197.4,111.0,8.88,9.5,2.0,2.57,1.0,yes,13895099.0
AL,86,415.0,no,no,0.0,,121.0,21.81,197.1,93.0,,,152.0,6.23,12.2,5.0,3.29,7.0,yes,22010698.0
DE,108,510.0,no,no,0.0,169.6,99.0,28.83,264.1,87.0,22.45,206.3,78.0,9.28,9.3,4.0,2.51,0.0,no,31955420.0
MT,66,510.0,no,no,0.0,201.3,95.0,,152.8,66.0,,233.2,101.0,10.49,7.5,,2.03,1.0,no,23514763.0
KY,151,408.0,no,yes,17.0,214.7,97.0,36.5,138.5,90.0,,169.1,44.0,,8.6,4.0,2.32,1.0,no,12765343.0
SC,99,510.0,no,no,0.0,169.2,70.0,28.76,271.5,77.0,23.08,170.2,104.0,7.66,10.6,2.0,2.86,0.0,no,24110728.0
WA,55,415.0,no,no,0.0,194.1,121.0,33.0,176.6,110.0,15.01,302.8,136.0,,7.0,7.0,1.89,2.0,no,67637934.0
OR,77,510.0,no,no,0.0,233.8,104.0,39.75,266.5,94.0,22.65,212.7,104.0,9.57,7.6,3.0,2.05,2.0,no,713081.0
AK,78,408.0,no,no,0.0,225.1,67.0,38.27,199.2,127.0,16.93,175.5,102.0,7.9,14.6,2.0,3.94,0.0,no,60738788.0
GA,89,415.0,no,no,0.0,213.0,63.0,36.21,176.6,71.0,15.01,262.6,126.0,11.82,9.1,1.0,2.46,1.0,yes,73806226.0
MN,101,415.0,no,no,0.0,183.9,,31.26,255.9,101.0,21.75,275.0,145.0,12.38,10.8,11.0,2.92,1.0,no,48064042.0
IL,44,415.0,no,yes,34.0,221.8,105.0,37.71,161.7,85.0,13.74,,62.0,10.25,14.0,7.0,3.78,0.0,no,306655705.0
IN,98,408.0,no,yes,,64.6,98.0,10.98,176.1,86.0,14.97,244.8,84.0,11.02,0.0,0.0,0.0,2.0,no,65509580.0
SC,64,510.0,no,yes,37.0,154.6,92.0,26.28,83.4,103.0,,165.9,,7.47,13.3,3.0,3.59,1.0,no,59612085.0
VA,141,415.0,no,no,0.0,260.2,131.0,44.23,179.2,120.0,15.23,135.0,119.0,6.08,7.2,8.0,1.94,3.0,no,57239162.0
WI,81,415.0,no,yes,33.0,161.6,117.0,27.47,123.0,90.0,10.46,261.3,101.0,11.76,12.2,5.0,3.29,1.0,no,57513418.0
