account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,state,area_code,international_plan,voice_mail_plan,churn
123.0,3.2,123.2,106.4,20.94,190.0,117.0,16.15,170.3,95.0,7.66,12.9,5.0,3.48,4.0,NY,415.0,no,no,yes
116.0,0.0,205.0,90.0,34.85,140.9,100.8,11.98,272.6,96.0,12.27,7.5,4.0,2.03,2.0,OK,510.0,no,no,no
63.0,0.0,128.7,78.0,21.88,240.8,133.0,20.47,237.7,121.0,10.7,12.8,6.0,3.46,1.0,OK,415.0,no,no,no
64.0,0.0,216.9,78.0,36.87,211.0,115.0,17.94,179.8,116.0,8.09,11.4,5.0,3.08,3.0,GA,510.0,no,no,no
96.0,0.0,150.0,122.0,25.5,218.5,116.0,18.57,212.4,89.0,9.56,9.8,2.0,2.65,3.0,NJ,510.0,no,no,no
53.0,0.0,164.1,106.0,27.9,206.0,56.0,17.51,194.7,124.0,8.76,11.4,2.0,3.08,1.0,MN,415.0,no,no,no
105.0,0.0,212.0,113.0,36.04,226.6,128.0,19.26,193.6,114.0,8.71,8.9,7.0,2.4,3.0,ME,510.0,no,no,no
53.0,37.0,167.3,99.0,28.44,194.7,99.0,16.55,236.7,95.4,10.65,12.0,9.0,3.24,2.0,MI,510.0,no,yes,no
101.0,0.0,154.4,130.0,26.25,217.2,96.0,18.46,185.4,89.6,8.34,13.9,4.0,3.75,1.0,MT,415.0,no,no,no
129.0,30.0,177.3,95.0,30.14,211.8,102.0,18.0,240.2,108.0,11.328,9.3,7.0,2.51,3.0,NE,510.0,no,yes,no
122.0,0.0,231.2,141.0,39.3,267.8,136.0,22.76,240.3,100.0,10.81,8.8,5.0,2.38,1.0,ND,408.0,no,no,yes
163.0,0.0,202.9,109.0,34.49,178.6,100.0,15.18,203.8,116.0,9.17,12.8,3.0,3.46,5.0,VA,415.0,no,no,no
93.0,0.0,149.6,120.0,26.238,200.7,85.0,17.06,181.2,107.0,8.15,14.3,9.0,3.86,0.0,VT,408.0,no,no,no
115.0,0.0,345.3,81.0,39.294,203.4,106.0,17.29,217.5,107.0,9.79,11.8,8.0,3.19,1.0,OH,510.0,yes,no,yes
25.0,0.0,264.9,80.0,45.03,281.2,66.0,23.9,166.1,80.0,7.47,8.4,4.0,2.27,1.0,AL,408.0,no,no,yes
73.0,0.0,122.0,92.0,20.74,138.3,114.0,15.866000000000003,224.2,128.0,10.09,5.8,5.0,1.57,1.0,DC,408.0,no,no,no
120.0,0.0,177.2,103.6,30.12,270.4,99.0,22.144,231.5,90.0,10.42,14.0,2.0,4.17,2.0,ND,415.0,no,no,no
196.0,0.0,133.1,80.0,22.63,206.5,82.8,17.55,221.6,96.0,9.97,10.3,8.0,2.78,1.0,TN,415.0,no,no,no
97.0,0.0,225.1,90.0,38.27,279.5,127.0,23.76,233.8,103.0,10.52,8.8,4.0,2.38,0.0,DE,510.0,no,no,yes
148.0,0.0,208.4,120.0,35.43,174.4,96.4,14.82,310.7,105.0,13.98,11.2,4.0,3.02,1.0,NY,408.0,no,no,no
85.0,30.0,176.2,99.0,29.43,223.76,101.0,21.01,158.7,104.0,7.14,11.5,5.0,3.318,1.0,AL,408.0,no,yes,no
86.0,0.0,134.84,131.0,27.61,167.0,102.0,14.2,128.9,118.0,5.8,11.4,2.0,3.08,2.0,OK,510.0,yes,no,yes
78.0,13.0,281.2,93.0,41.940000000000005,178.2,101.0,15.15,244.2,129.0,10.99,6.4,5.0,1.73,2.0,MS,415.0,no,yes,no
106.0,0.0,208.3,70.4,35.41,169.4,67.0,14.4,102.0,90.0,4.59,15.9,4.0,4.29,3.0,MD,415.0,no,no,no
147.0,38.0,243.4,112.2,41.38,273.8,109.0,23.27,282.9,91.0,12.73,14.1,8.0,3.81,2.0,NE,415.0,no,yes,no
145.0,0.0,224.2,89.0,36.726,314.9,121.0,26.77,182.9,121.0,8.23,16.1,3.0,4.35,1.0,AR,415.0,no,no,yes
91.0,0.0,189.3,100.0,32.18,239.3,107.0,20.598,89.7,89.0,4.04,9.9,3.0,2.67,3.0,IL,415.0,no,no,no
81.0,46.0,168.3,124.0,28.61,270.9,103.0,20.566,222.5,98.0,10.01,6.7,2.0,1.81,4.0,IN,408.0,no,yes,no
116.0,24.0,232.9,90.0,39.59,152.1,94.0,16.296,344.3,82.0,15.49,10.7,6.0,2.89,1.0,UT,415.0,no,yes,no
69.0,37.0,177.16000000000005,98.0,26.35,142.4,105.0,12.1,143.7,117.0,6.47,5.9,4.0,1.59,1.0,LA,415.0,no,yes,no
135.0,0.0,154.4,130.0,26.25,203.8,90.0,17.32,158.7,59.0,7.14,11.38,2.4,3.19,0.0,ID,510.0,no,no,no
73.0,0.0,234.7,98.6,39.9,195.7,110.0,15.48,253.4,71.0,11.4,8.4,6.0,2.4259999999999997,2.0,KY,510.0,no,no,no
48.0,0.0,240.0,88.0,40.8,141.0,117.0,11.99,128.9,137.0,5.8,7.1,9.0,1.92,1.0,MI,415.0,no,no,no
125.0,0.0,298.4,78.0,50.73,270.5,142.0,22.99,107.3,84.0,4.83,12.2,2.0,3.29,0.0,NH,415.0,yes,no,yes
100.0,0.0,166.0,102.0,28.22,236.1,97.0,20.07,134.3,93.0,6.04,10.9,4.0,2.94,1.0,WV,415.0,no,no,no
165.0,33.0,152.14,128.2,18.97,213.3,111.0,18.13,267.6,115.0,12.04,16.0,3.0,4.32,0.0,OR,415.0,no,yes,no
64.0,5.4,174.5,98.0,29.67,180.2,103.0,15.292000000000002,179.0,89.0,8.06,9.6,2.0,2.4520000000000004,2.0,SD,415.0,no,no,no
116.0,27.0,175.5,137.0,29.84,183.16,60.0,17.9,294.8,121.0,13.27,6.9,5.0,1.86,1.0,MD,510.0,yes,yes,no
147.0,35.0,157.5,109.0,26.78,189.6,67.0,16.12,227.0,76.0,10.22,11.1,2.0,3.0,3.0,ND,408.0,yes,yes,yes
115.0,0.0,206.2,113.0,35.05,176.4,102.0,14.99,297.1,119.0,13.37,11.0,7.0,2.97,1.0,TN,415.0,no,no,no
84.0,35.0,207.5,138.0,32.708,201.0,116.0,17.09,164.5,107.0,7.4,7.5,16.0,2.03,4.0,MO,415.0,no,yes,no
86.0,16.0,144.8,105.0,24.62,206.2,111.0,17.53,255.4,117.0,11.49,11.6,2.0,3.13,4.0,IL,510.0,no,yes,no
134.0,0.0,258.8,85.0,44.0,129.5,114.0,11.936,193.6,104.4,8.724,10.9,7.0,2.94,2.0,UT,415.0,no,no,no
105.0,0.0,226.9,106.0,38.57,182.2,77.0,15.49,203.9,107.0,9.18,11.6,2.0,3.13,0.0,MI,415.0,no,no,yes
88.0,0.0,132.7,119.0,25.99,171.2,107.0,14.55,257.0,106.0,11.57,12.0,5.0,3.24,2.0,AR,408.0,no,no,no
90.0,27.0,161.79999999999998,51.0,26.64,236.5,118.0,20.1,123.2,111.0,5.54,12.6,6.0,3.4,2.0,TX,408.0,no,yes,no
86.0,0.0,150.8,85.8,25.64,295.9,88.0,25.15,247.2,104.0,11.12,12.5,1.0,2.854,1.0,AK,408.0,no,no,no
37.0,0.0,221.0,126.2,37.57,204.5,110.0,17.38,118.0,98.0,5.31,6.8,3.0,1.84,4.0,TN,415.0,no,no,no
141.0,24.6,322.4,92.0,54.81,283.2,107.0,24.07,209.5,111.0,9.43,7.06,3.0,1.908,1.0,NH,415.0,no,yes,yes
148.0,0.0,153.6,148.0,26.11,262.1,87.0,22.28,225.5,99.8,10.15,9.8,3.0,2.368,2.0,NM,408.0,no,no,no
163.0,22.0,215.1,91.0,36.57,138.9,102.0,11.81,146.2,109.0,6.58,12.4,2.0,3.35,2.0,MN,408.0,no,yes,no
89.0,35.0,174.4,108.0,29.65,196.7,100.0,16.72,127.4,74.0,5.73,11.8,3.0,3.19,1.0,IA,415.0,no,yes,no
63.0,0.0,180.5,126.0,30.69,230.0,98.0,19.55,232.5,73.0,10.46,10.6,3.0,2.86,0.0,RI,415.0,no,no,no
102.0,0.0,128.98,105.2,20.93,182.0,102.0,15.47,244.6,75.0,11.01,12.6,7.0,3.4,2.0,AL,415.0,no,no,no
76.0,0.0,165.7,94.0,28.17,257.4,80.0,21.88,170.8,114.0,7.69,10.0,4.0,2.7,1.0,NC,510.0,no,no,no
104.0,0.0,200.2,92.0,34.03,118.7,110.8,10.09,236.6,65.0,10.65,9.04,6.0,2.652,2.0,SD,408.0,no,no,no
109.0,0.0,176.06,82.0,29.934000000000005,287.7,109.0,24.45,208.4,80.0,9.38,5.9,9.0,1.59,3.0,MT,510.0,no,no,no
105.0,0.0,125.4,116.0,21.32,261.5,95.0,22.23,241.6,104.0,10.952,11.4,9.0,3.08,2.0,HI,510.0,no,no,no
63.0,33.0,184.2,111.0,31.31,312.6,89.0,26.57,264.0,55.0,11.88,12.2,4.0,3.29,1.0,MT,415.0,no,yes,no
105.0,24.0,274.7,97.4,46.7,193.5,118.0,16.45,299.6,109.0,13.48,10.8,3.0,2.92,3.0,KY,415.0,no,yes,no
68.0,39.0,142.0,140.0,24.14,241.6,89.0,20.54,302.0,72.0,13.362,11.3,5.0,3.382,1.0,DC,415.0,yes,yes,no
63.0,21.0,151.5,99.0,25.76,147.8,89.0,13.588,210.4,98.0,9.482,10.0,4.0,2.7,1.0,CO,408.0,yes,yes,no
74.0,0.0,124.8,114.0,21.22,133.0,121.0,11.31,160.3,85.0,7.21,10.1,7.0,2.86,3.0,MI,415.0,no,no,no
76.0,0.0,179.2,85.0,30.46,222.9,66.0,18.95,188.2,113.0,8.47,12.4,2.0,3.35,0.0,AL,415.0,no,no,no
91.0,0.0,246.4,110.0,41.89,182.0,98.0,16.346,157.6,106.0,7.09,12.1,2.0,3.5,2.0,KS,408.0,yes,no,yes
101.0,0.0,232.7,110.8,39.56,186.4,123.0,15.84,153.3,122.0,6.9,11.5,6.0,3.11,5.0,NC,415.0,no,no,no
116.0,0.0,288.0,120.0,48.96,255.8,90.0,21.74,233.4,99.0,10.5,13.4,4.0,3.62,0.0,SC,408.0,no,no,yes
131.0,23.0,170.8,145.0,29.04,236.7,94.6,20.12,294.5,100.0,13.25,12.7,1.0,3.43,1.0,CO,415.0,no,yes,no
84.0,0.0,216.1,114.0,36.74,197.5,94.4,16.727999999999998,217.8,104.0,9.736,9.8,3.0,2.65,1.0,MN,415.0,no,no,no
104.0,0.0,138.7,100.0,23.58,215.4,58.0,18.31,164.3,98.0,7.39,4.9,4.0,1.32,2.0,WY,415.0,no,no,no
108.0,0.0,164.14,112.0,28.906,238.7,73.0,20.29,253.6,90.0,11.41,9.2,5.0,2.48,3.0,FL,510.0,no,no,no
111.0,0.0,181.8,117.4,30.91,158.1,104.6,13.44,266.2,123.0,11.98,9.7,5.0,2.62,0.0,NY,415.0,no,no,no
155.0,30.0,61.6,103.0,10.47,255.1,110.0,21.68,225.9,96.0,10.17,12.4,5.0,3.35,1.0,OK,408.0,no,yes,no
66.0,0.0,207.7,85.0,35.31,196.7,112.0,16.72,261.7,83.0,11.78,6.8,3.0,1.84,1.0,ME,510.0,no,no,no
64.0,0.0,219.2,73.0,37.26,167.0,65.0,14.2,161.4,119.0,7.26,10.0,5.0,2.7,1.0,NE,510.0,no,no,no
69.0,0.0,234.52000000000004,122.0,38.59,258.7,111.0,21.99,169.7,87.0,7.64,9.02,1.0,2.4,2.0,OH,415.0,no,no,no
116.0,0.0,245.9,73.0,41.8,240.1,87.0,20.41,158.7,89.0,7.14,8.9,5.0,2.4,3.0,CT,415.0,no,no,no
101.0,0.0,257.3,84.0,43.74,184.8,115.0,15.71,108.9,109.0,4.9,13.5,7.0,3.086,0.0,DC,415.0,no,no,no
15.0,0.0,121.1,130.0,20.59,193.24,86.0,18.36,235.1,33.0,10.58,16.1,5.0,4.35,2.0,OK,415.0,no,no,no
88.0,0.0,301.5,136.0,51.26,257.7,72.0,21.9,165.42000000000002,103.4,5.98,13.4,2.0,3.62,4.0,NJ,415.0,no,no,yes
197.0,0.0,233.9,104.2,39.76,218.9,111.0,18.61,182.9,109.0,8.23,9.5,3.0,2.57,0.0,IA,415.0,no,no,no
50.0,0.0,99.6,108.0,16.93,308.7,102.0,26.24,161.2,62.0,7.94,13.7,6.0,3.7,2.0,VA,415.0,yes,no,yes
172.0,0.0,169.8,123.0,28.87,183.1,94.0,15.56,395.0,82.8,17.77,12.7,7.0,3.43,2.0,VA,510.0,no,no,no
188.0,26.0,198.8,102.0,34.656,166.6,67.0,14.16,198.5,118.0,8.93,14.4,3.0,3.89,1.0,NM,415.0,yes,yes,yes
85.0,0.0,116.2,100.8,19.75,229.7,127.0,19.52,204.2,109.0,9.19,10.1,3.0,2.73,3.0,FL,408.0,yes,no,no
103.0,0.0,255.9,128.0,43.5,140.9,92.0,11.98,308.9,130.0,13.9,12.1,2.0,3.27,1.0,RI,510.0,yes,no,yes
136.0,27.0,187.7,84.0,31.91,221.0,147.0,18.79,145.7,110.0,6.56,10.0,4.0,2.47,3.0,NJ,408.0,no,yes,no
155.0,21.0,195.9,91.0,33.3,213.9,84.0,18.18,183.7,111.0,3.97,8.6,4.0,2.32,0.0,NE,408.0,no,yes,no
145.0,0.0,129.4,97.0,22.0,185.4,101.0,15.76,204.7,106.0,9.21,1.1,2.0,0.3,2.0,WV,415.0,no,no,no
116.0,12.0,221.0,108.0,37.57,151.0,118.0,12.84,179.0,80.0,8.06,9.0,6.0,2.43,2.0,WY,510.0,no,yes,no
152.0,0.0,140.5,92.0,23.89,186.8,96.0,17.816,227.0,89.0,10.22,9.5,5.0,2.57,2.0,SC,408.0,no,no,no
65.0,0.0,277.9,117.0,47.24,155.8,112.0,13.24,256.9,71.0,11.56,9.2,10.0,2.48,0.0,MS,415.0,yes,no,yes
180.0,0.0,224.9,100.6,38.23,202.44,101.0,21.25,216.1,73.0,9.72,6.7,5.0,1.81,3.0,ND,415.0,no,no,yes
67.0,0.0,157.92000000000002,117.0,18.55,217.4,124.0,18.48,188.4,141.0,8.48,12.8,6.0,3.46,0.0,IL,415.0,no,no,no
60.0,0.0,207.8,109.0,35.33,123.5,112.0,10.5,291.6,115.0,13.12,8.88,9.0,1.54,0.0,OR,415.0,no,no,no
138.0,4.4,205.9,96.0,35.0,257.1,94.0,21.85,209.0,63.0,9.4,12.1,8.0,3.27,0.0,UT,510.0,no,no,no
44.0,0.0,245.84,139.0,52.46,150.8,112.6,12.82,198.7,66.0,8.94,9.28,3.0,1.97,4.0,IA,415.0,no,no,yes
25.0,0.0,242.6,69.0,41.24,209.0,117.0,17.77,219.7,82.0,9.89,14.4,6.0,3.89,2.0,ME,510.0,no,no,no
145.0,0.0,229.6,82.0,39.03,138.1,103.0,12.05,250.8,109.0,11.29,3.3,3.0,0.89,1.0,WY,408.0,no,no,no
122.0,28.0,166.0,62.0,28.22,233.9,88.0,20.228,170.1,84.0,7.65,7.7,4.2,2.08,2.0,WI,510.0,no,yes,no
121.0,0.0,144.8,103.4,24.62,200.6,82.0,17.05,208.8,81.0,9.4,13.3,9.0,3.59,0.0,SC,415.0,no,no,yes
55.0,8.6,106.1,77.0,18.04,123.5,100.0,10.5,96.4,92.0,4.34,12.9,3.0,3.48,0.0,DC,510.0,yes,no,no
77.0,0.0,221.8,84.0,37.71,166.0,125.0,14.11,210.2,72.0,9.46,13.2,4.0,3.56,1.0,CT,415.0,no,no,no
12.0,0.0,204.6,98.0,34.78,212.5,90.0,18.06,182.1,95.0,8.19,9.8,4.4,2.65,2.0,OR,415.0,no,no,no
64.0,0.0,213.5,93.0,36.3,166.6,114.0,14.16,122.0,78.0,5.49,14.1,3.0,3.81,3.0,OR,510.0,no,no,no
92.0,44.0,173.24,95.0,25.84,274.9,73.0,23.37,162.4,121.0,7.31,10.9,1.0,2.982,2.0,NV,415.0,no,yes,no
125.0,29.0,260.8,81.0,44.34,163.7,112.0,13.91,271.7,117.0,12.23,17.0,6.0,4.59,1.0,MN,415.0,yes,yes,yes
160.0,0.0,166.4,90.6,28.29,317.0,129.0,26.95,160.4,121.0,7.22,10.0,2.0,2.7,1.0,OK,408.0,no,no,no
79.0,20.8,177.9,98.4,30.24,167.3,84.0,14.22,223.7,142.0,10.07,15.2,8.0,4.1,0.0,KS,415.0,no,no,no
36.0,0.0,235.1,97.0,39.97,196.8,104.0,16.73,259.7,110.0,11.69,7.0,7.0,1.89,3.0,RI,415.0,no,no,no
102.0,0.0,186.8,92.0,31.76,173.7,123.0,14.76,250.9,131.0,11.29,9.7,4.0,2.62,2.0,DC,415.0,no,no,no
138.0,0.0,268.4,81.0,45.63,174.4,115.0,14.29,193.5,96.0,8.71,11.6,4.0,3.13,1.0,IL,408.0,yes,no,no
164.0,0.0,192.1,95.0,32.66,249.8,94.0,21.296,132.6,100.0,5.97,7.3,3.0,1.97,3.0,UT,510.0,no,no,no
125.0,0.0,240.7,82.0,40.92,269.4,85.0,22.9,187.1,74.0,8.42,10.1,3.0,2.73,0.0,MN,415.0,no,no,yes
72.0,0.0,209.78000000000003,113.0,30.58,149.8,112.0,12.73,168.2,79.0,7.542,9.8,7.0,2.65,2.0,WI,408.0,no,no,no
74.0,0.0,247.76,86.0,53.4,222.4,99.0,18.9,259.0,102.8,11.66,12.3,5.0,3.32,3.0,MI,415.0,no,no,yes
134.0,41.0,162.0,82.0,27.54,324.7,77.0,27.6,160.1,112.0,7.2,11.9,5.0,3.21,0.0,MI,415.0,no,yes,no
145.0,0.0,175.8,89.0,29.89,274.3,119.0,23.32,226.6,69.0,10.2,12.4,4.0,2.654,1.0,MA,415.0,no,no,no
136.0,0.0,128.27999999999997,96.8,18.6,207.5,111.0,17.64,135.0,107.0,6.08,11.6,5.0,2.97,0.0,AL,510.0,no,no,no
209.0,0.0,210.38,124.0,43.37,230.6,110.0,19.106,218.0,69.0,9.81,8.5,5.0,2.3,3.0,SC,510.0,no,no,yes
66.0,0.0,208.7,84.0,35.48,173.3,88.0,14.73,264.7,107.0,11.91,8.3,3.0,2.24,3.0,WI,415.0,yes,no,no
152.0,20.0,214.6,108.0,36.48,96.6,82.0,8.21,170.7,145.0,7.68,7.9,5.0,2.13,1.0,VT,510.0,no,yes,no
162.0,0.0,49.2,121.0,8.36,143.9,111.6,12.23,181.44,97.0,9.14,12.1,13.0,3.27,1.0,CT,408.0,no,no,no
72.0,5.8,141.3,133.0,24.02,134.9,96.0,11.47,227.5,97.0,10.24,11.2,3.0,2.304,2.0,OR,510.0,no,no,no
101.0,0.0,253.2,89.0,43.04,237.9,114.0,20.22,154.3,85.0,6.94,9.7,7.0,2.62,4.0,HI,415.0,no,no,no
125.0,0.0,206.0,128.0,32.684000000000005,198.1,71.0,16.84,135.9,116.0,6.12,13.2,3.0,3.56,0.0,WV,415.0,no,no,no
46.0,0.0,98.68,105.0,6.87,172.4,83.0,16.381999999999998,145.1,94.6,6.53,9.0,3.6,2.43,2.0,RI,408.0,no,no,no
132.0,0.0,291.2,104.0,49.5,234.2,132.0,19.91,191.7,87.0,8.63,8.6,3.0,2.4,1.0,MI,408.0,no,no,yes
193.0,31.0,71.2,58.0,12.1,124.7,105.0,10.6,155.5,108.0,7.0,11.7,3.0,3.16,0.0,ME,415.0,no,yes,no
63.0,0.0,261.8,69.0,44.51,245.0,135.0,20.83,202.1,94.0,8.959999999999999,14.7,4.0,3.97,0.0,WV,510.0,no,no,yes
124.0,0.0,191.3,112.8,32.52,261.5,113.0,22.23,182.3,111.0,8.2,10.0,3.0,2.7,1.0,NE,510.0,no,no,no
144.0,0.0,133.3,101.0,22.66,255.5,106.0,20.462,228.6,68.0,10.29,11.6,2.0,3.13,0.0,DC,415.0,no,no,no
116.0,24.0,183.6,138.0,31.21,203.8,90.0,17.32,166.9,89.0,7.51,8.8,3.0,1.62,2.0,NH,408.0,no,yes,no
189.0,30.0,155.2,116.0,26.38,195.5,50.0,16.186,170.1,108.0,7.65,15.4,6.0,4.16,1.0,MD,415.0,no,yes,no
97.0,28.0,283.1,93.0,48.13,229.34,98.0,19.068,312.8,78.0,14.08,6.1,5.0,1.65,1.0,NH,408.0,no,yes,no
137.0,27.2,186.5,94.0,31.71,178.0,106.0,15.13,215.6,100.0,9.7,12.1,7.0,3.442,2.0,WV,510.0,no,yes,no
142.0,38.0,163.3,109.2,27.76,136.0,114.0,11.56,249.1,127.0,11.21,4.3,5.2,1.16,0.0,IL,415.0,no,yes,no
84.0,0.0,203.4,125.0,34.58,182.9,88.0,15.55,213.7,121.0,9.62,13.8,2.0,3.73,1.0,OK,510.0,no,no,no
119.0,19.0,178.1,110.0,30.28,212.8,100.0,18.09,204.4,123.0,8.473999999999998,10.0,6.0,2.7,1.0,NH,415.0,no,yes,no
158.0,0.0,195.9,103.0,33.3,89.1,95.0,7.57,302.2,82.0,13.6,10.3,3.0,2.78,1.0,MI,415.0,no,no,no
50.0,0.0,295.3,127.0,50.2,127.4,100.0,11.324000000000002,166.8,105.0,7.51,9.6,6.0,2.59,1.0,ND,415.0,no,no,no
98.0,0.0,136.1,82.0,29.19400000000001,156.3,118.0,13.29,158.8,83.0,7.15,10.1,5.0,2.73,2.0,LA,408.0,no,no,no
182.0,0.0,225.64,124.0,47.45,188.4,108.0,15.34,217.5,104.0,9.79,9.5,11.0,2.57,2.0,NJ,415.0,no,no,yes
51.0,0.0,169.3,102.8,28.78,139.5,69.0,11.86,197.0,87.0,8.87,12.0,3.0,3.24,0.0,WV,408.0,no,no,no
117.0,0.0,214.4,94.0,36.732000000000006,138.0,149.0,11.73,148.7,102.0,6.69,9.9,1.0,2.67,2.0,NC,510.0,no,no,no
92.0,0.0,207.92,125.0,43.49,142.7,111.0,12.13,181.2,101.0,8.15,11.7,3.0,3.16,0.0,PA,415.0,yes,no,no
86.0,0.0,148.2,71.0,25.19,285.1,91.0,19.026,166.4,155.0,7.779999999999999,6.2,3.0,1.67,2.0,MI,408.0,no,no,no
122.0,5.0,119.3,93.0,20.28,223.9,103.0,19.03,211.9,122.0,9.54,8.7,4.0,2.35,2.0,WY,415.0,no,no,no
156.0,27.0,192.3,137.0,32.69,199.9,115.0,16.473999999999997,244.2,112.0,10.99,14.8,8.0,4.0,1.0,NJ,408.0,no,yes,no
127.0,0.0,196.18,91.0,41.68,217.2,92.0,18.46,243.1,128.0,10.94,13.9,6.0,3.75,0.0,NJ,510.0,no,no,yes
130.0,0.0,216.2,106.0,36.75,363.7,86.0,21.67,126.7,123.0,5.7,16.9,2.0,4.56,5.0,NC,408.0,yes,no,yes
158.0,0.0,160.33999999999995,114.0,29.31,256.6,69.0,21.81,235.3,104.0,10.59,0.0,2.6,0.0,2.0,NM,408.0,no,no,no
145.0,30.0,175.3,107.0,30.974,153.3,116.0,13.03,233.6,85.0,10.51,11.1,3.2,3.0,1.0,MS,510.0,yes,yes,no
90.0,26.0,187.4,104.0,28.73,188.8,104.0,16.05,213.3,76.0,9.6,13.3,3.0,3.59,0.0,TX,415.0,yes,yes,yes
127.0,27.0,2.6,113.0,24.932,254.0,102.0,21.59,192.54,156.0,10.92,10.58,5.0,2.48,3.0,OK,510.0,no,yes,no
109.0,0.0,184.1,143.0,31.3,211.7,105.0,17.99,243.0,116.0,10.93,9.9,2.0,2.67,1.0,ID,415.0,no,no,no
88.0,0.0,181.9,90.0,30.92,153.02000000000004,87.0,12.88,143.0,100.0,6.44,7.5,3.0,2.03,1.0,AL,415.0,no,no,no
101.0,9.0,179.82,116.0,27.22,210.0,121.0,18.342,139.1,65.0,6.26,10.8,9.0,2.92,0.0,WY,510.0,no,yes,no
171.0,0.0,189.8,122.0,32.27,173.7,85.0,15.284,257.1,84.0,11.57,10.3,1.0,2.764,0.0,HI,510.0,no,no,no
21.0,0.0,223.2,142.0,37.94,174.88,114.0,18.4,214.7,111.0,9.66,12.4,2.0,3.35,1.0,VA,415.0,no,no,no
145.0,31.0,216.0,94.0,36.72,225.1,115.0,19.13,234.7,111.0,10.56,10.7,1.0,2.89,2.0,WV,408.0,no,yes,no
90.0,0.0,198.5,124.0,37.052,266.6,100.0,22.66,243.3,80.0,10.95,8.899999999999999,5.6,2.16,2.0,DE,415.0,no,no,no
33.0,0.0,159.5,115.0,27.12,195.4,118.0,16.61,102.4,86.0,4.61,7.1,7.0,2.352,1.0,CA,408.0,no,no,no
61.0,40.0,105.0,78.0,17.85,180.6,100.0,17.604000000000003,174.1,115.0,7.83,10.2,2.0,2.75,2.0,PA,408.0,no,yes,yes
107.0,0.0,204.5,108.0,34.77,162.4,110.0,16.026,155.0,102.0,6.98,13.4,1.0,3.62,3.0,CO,415.0,no,no,no
147.0,0.0,274.0,92.0,46.58,231.8,82.0,19.7,283.6,83.0,11.36,9.74,1.0,1.67,0.0,MD,408.0,no,no,yes
117.0,0.0,158.7,84.0,26.98,181.7,91.0,15.44,177.3,67.0,7.98,7.7,10.0,2.08,2.0,AL,510.0,no,no,no
95.0,0.0,229.9,116.0,39.08,202.4,110.0,17.2,171.4,105.0,7.71,14.2,6.0,3.83,1.0,AL,415.0,no,no,no
186.0,0.0,137.8,103.0,23.43,187.7,118.0,15.95,146.4,85.0,6.59,8.7,6.0,2.35,1.0,KS,510.0,no,no,no
128.0,0.0,179.4,94.0,30.5,270.4,92.0,22.98,191.0,88.0,8.59,7.9,4.0,2.13,0.0,MI,415.0,no,no,no
55.0,39.0,139.3,101.0,23.68,178.3,117.0,15.16,246.5,104.0,11.09,8.1,1.0,2.27,3.0,AK,408.0,no,yes,no
134.0,0.0,7.8,86.0,1.33,171.4,100.0,14.57,186.5,80.0,8.39,12.9,2.0,3.48,2.0,OH,415.0,no,no,no
96.0,23.0,183.1,88.0,31.13,147.4,89.0,12.53,350.2,108.0,15.76,11.3,7.0,3.05,1.0,IN,415.0,no,yes,no
107.0,0.0,206.9,79.0,35.17,262.4,117.0,22.3,190.16,69.0,6.72,10.7,3.0,2.89,0.0,SC,415.0,no,no,no
123.0,5.6,140.0,106.0,23.8,153.7,101.0,13.06,50.1,87.0,2.25,12.5,1.0,3.38,2.0,KS,415.0,no,no,no
35.0,0.0,179.2,59.0,30.46,283.3,101.0,24.08,285.4,83.0,12.84,5.8,7.0,1.57,2.0,OK,415.0,no,no,no
74.0,0.0,158.45999999999998,136.0,30.16,240.3,104.0,20.704,242.66000000000005,133.0,10.68,12.0,3.0,3.24,0.0,WI,408.0,no,no,no
130.0,0.0,115.6,129.0,19.65,167.8,104.0,17.113999999999997,141.8,124.0,6.38,12.6,9.0,3.4,1.0,IN,408.0,no,no,no
137.0,0.0,237.3,106.6,40.34,176.7,84.0,15.02,263.4,81.0,11.85,14.2,4.0,3.83,0.0,IL,408.0,yes,no,yes
88.0,0.0,181.5,116.0,30.86,187.0,119.0,15.9,220.3,96.0,10.072,10.260000000000002,7.0,2.84,1.0,TN,415.0,no,no,no
80.0,15.2,51.5,90.0,8.76,157.73999999999998,99.4,13.94,207.96,80.0,7.62,9.5,4.0,2.57,3.0,DC,408.0,no,no,no
116.0,19.0,155.7,104.0,26.47,185.4,118.0,15.76,192.7,116.0,8.67,8.919999999999998,2.0,2.21,3.0,NC,408.0,no,yes,no
123.0,23.0,245.0,88.0,41.65,265.0,105.0,22.53,239.7,108.0,10.79,14.9,3.0,4.02,2.0,RI,510.0,no,yes,no
120.0,0.0,131.7,93.8,22.39,163.1,109.0,13.86,201.1,116.0,9.05,10.7,3.0,2.89,1.0,MS,415.0,no,no,no
146.0,0.0,111.1,114.2,18.89,313.4,95.0,26.64,215.7,82.0,9.71,10.5,6.0,2.84,1.0,VA,415.0,yes,no,no
106.0,9.0,88.5,97.8,15.05,324.8,109.0,27.61,79.9,86.0,3.6,8.2,4.0,2.21,3.0,KY,510.0,no,yes,no
