,account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,state,area_code,international_plan,voice_mail_plan,churn
7473,66.0,40.0,141.7,87.0,24.09,268.3,89.0,22.81,241.3,68.0,10.86,9.3,7.0,2.3,0.0,CO,408.0,no,yes,no
7474,80.0,22.0,196.4,115.0,33.39,150.3,109.0,12.78,176.2,75.0,7.93,9.3,1.0,2.51,0.0,TX,510.0,no,yes,no
7475,1.0,0.0,175.2,74.0,29.78,151.7,79.0,12.89,230.5,109.0,10.37,5.3,3.0,1.43,1.0,AK,408.0,no,no,no
7476,84.0,0.0,146.8,133.0,24.96,171.7,73.0,14.59,234.5,69.0,10.55,9.9,3.0,2.67,1.0,WV,408.0,no,no,no
7477,96.0,0.0,173.9,111.0,29.56,287.4,105.0,24.43,204.8,91.0,9.22,9.1,7.0,2.46,1.0,MA,415.0,no,no,no
7478,123.0,34.0,305.2,80.0,51.88,156.5,100.2,13.614,280.0,81.0,12.6,13.2,7.0,3.56,1.0,TN,415.0,no,yes,no
7479,116.0,0.0,162.3,91.0,27.59,279.3,89.8,23.74,192.7,131.0,8.67,11.7,2.0,3.16,3.0,ID,510.0,yes,yes,yes
7480,105.0,0.0,150.0,97.0,25.5,293.8,123.0,24.97,250.7,65.0,11.28,10.3,7.0,2.78,3.0,DE,415.0,yes,no,no
7481,80.0,0.0,197.5,114.0,33.58,206.9,119.0,17.59,163.6,109.0,7.36,11.3,4.0,3.05,1.0,VA,415.0,no,no,no
7482,157.0,0.0,240.2,67.0,40.83,153.0,98.0,13.01,249.0,72.0,11.21,10.2,6.0,2.75,2.0,MT,408.0,no,no,no
7483,67.0,30.0,186.2,117.0,31.65,286.7,76.0,24.37,164.3,113.0,7.39,12.9,3.0,2.85,2.0,ID,510.0,no,yes,no
7484,141.0,39.0,116.9,108.6,19.87,276.5,88.0,23.5,289.9,125.0,13.05,12.3,3.6,3.32,0.0,IN,415.0,no,yes,no
7485,79.0,17.0,236.7,95.0,35.432,263.5,56.0,20.098,259.6,107.0,11.68,12.0,4.0,3.24,1.0,MD,415.0,no,yes,no
7486,76.0,0.0,173.2,93.0,29.44,131.2,80.0,11.15,170.9,101.0,7.69,5.4,3.0,1.46,0.0,MS,408.0,no,no,no
7487,111.0,0.0,111.58,114.0,21.61,137.2,102.0,11.66,185.9,97.0,8.37,9.8,3.0,2.65,0.0,WA,510.0,no,no,no
7488,94.0,0.0,181.3,135.0,30.82,182.4,108.0,15.5,180.6,103.0,8.13,6.7,2.0,1.81,0.0,OH,415.0,no,no,no
7489,143.0,0.0,167.8,72.0,28.53,172.1,99.0,14.632,153.5,109.0,6.91,10.5,6.0,2.84,4.0,RI,408.0,no,no,yes
7490,109.0,0.0,175.4,125.0,29.82,250.7,87.0,21.31,289.3,74.0,13.02,9.8,9.0,2.65,1.0,AR,510.0,no,no,no
7491,138.0,0.0,87.6,112.0,19.098,266.9,107.0,22.69,214.6,104.0,9.66,9.8,10.0,2.65,2.0,AZ,415.0,no,no,no
7492,73.0,0.0,203.3,45.0,34.56,141.9,87.0,12.06,200.7,71.0,9.03,8.5,6.0,2.3,0.0,SC,415.0,no,no,no
7493,21.0,0.0,92.6,95.0,15.74,200.08,70.0,13.76,285.0,78.0,11.932,11.3,3.0,3.05,5.0,KY,415.0,no,no,yes
7494,148.0,21.0,260.15999999999997,135.0,44.69,149.5,96.0,12.908,140.5,107.6,6.32,8.1,4.0,2.19,1.0,AL,415.0,no,yes,no
7495,103.0,0.0,160.8,91.0,27.34,155.8,82.0,13.24,254.3,103.0,11.44,8.5,3.0,2.3,1.0,NE,408.0,no,no,no
7496,143.0,22.0,141.8,101.6,24.11,167.3,99.0,16.701999999999998,178.1,130.0,8.01,7.8,3.0,2.11,1.0,MT,408.0,no,yes,no
7497,79.0,32.0,50.6,83.4,8.6,212.78000000000003,87.0,17.12,146.8,121.0,6.61,4.2,5.4,1.13,2.0,MN,408.0,no,yes,no
7498,89.0,0.0,134.9,59.0,22.93,156.0,152.0,13.26,197.5,112.0,8.89,10.2,5.0,2.75,1.0,NV,415.0,no,no,no
7499,120.0,0.0,252.1,110.0,42.86,226.1,103.0,19.22,155.6,83.0,7.0,13.8,3.0,3.73,1.0,CA,415.0,no,no,no
7500,121.0,41.0,215.5,95.0,36.64,241.28000000000003,92.0,20.55,168.4,108.0,6.61,9.6,3.0,2.59,1.0,UT,415.0,no,yes,no
7501,101.0,0.0,124.8,66.0,21.22,257.2,85.0,21.86,193.2,115.0,8.69,13.4,4.0,3.62,0.0,IL,415.0,no,no,no
7502,115.0,0.0,178.7,114.0,30.38,271.0,96.0,23.04,245.9,94.0,11.07,16.4,5.0,4.43,2.0,DC,408.0,no,no,no
7503,168.0,0.0,183.2,118.0,26.282,179.2,73.0,15.23,292.8,100.0,13.18,9.9,5.0,2.67,2.0,IN,415.0,no,no,no
7504,90.0,0.0,180.4,96.0,29.58,139.1,96.2,11.82,138.4,87.0,6.23,13.0,1.0,3.51,1.0,NM,415.0,no,no,no
7505,70.0,0.0,147.1,105.0,25.01,232.26,135.0,17.0,234.9,65.0,10.57,12.5,9.0,3.38,3.0,MS,510.0,no,no,no
7506,138.0,0.0,230.1,107.0,38.034,212.0,120.0,18.02,174.9,119.0,7.87,13.2,4.0,3.56,1.0,VT,415.0,no,no,no
7507,43.0,0.0,135.8,104.2,23.09,163.2,88.0,13.678,229.8,106.0,10.34,12.6,3.0,3.4,0.0,VT,408.0,no,no,no
7508,117.0,4.0,195.54,101.6,36.407999999999994,136.1,107.0,11.57,159.4,147.0,7.17,11.32,3.0,2.35,2.0,UT,510.0,no,yes,no
7509,108.0,0.0,73.8,105.0,22.322000000000003,143.4,114.0,12.19,170.2,98.0,7.66,9.48,3.0,2.94,2.0,KY,408.0,no,no,no
7510,118.0,0.0,189.3,119.0,32.18,233.5,112.0,19.85,270.9,104.0,12.19,10.0,1.0,2.7,2.0,VA,408.0,no,no,no
7511,169.0,0.0,147.2,97.4,25.02,161.9,123.0,13.76,142.1,103.0,6.39,7.2,6.0,1.94,3.0,OH,408.0,no,no,no
7512,62.0,42.0,137.3,90.8,23.34,184.2,94.0,15.66,231.4,70.0,10.41,10.2,3.0,2.75,0.0,AZ,408.0,no,yes,no
7513,86.0,0.0,70.7,125.0,12.02,211.0,113.0,17.94,174.6,107.0,7.86,0.0,0.0,0.0,2.0,NY,510.0,no,no,no
7514,44.0,0.0,204.6,117.4,34.78,205.2,94.0,18.862,164.6,84.0,7.41,10.7,5.0,2.89,0.0,VA,408.0,no,no,no
7515,111.0,0.0,121.84,105.6,20.93,213.9,84.0,18.18,184.9,88.0,8.32,12.0,2.0,3.24,5.0,MD,510.0,no,no,yes
7516,127.0,19.0,129.7,115.0,22.05,160.8,101.0,13.67,265.0,63.0,9.896,12.2,3.0,3.29,2.0,MA,510.0,no,yes,no
7517,151.0,0.0,198.7,70.0,33.78,209.5,106.0,17.81,281.9,126.0,12.69,12.6,3.8,3.35,0.0,IL,415.0,yes,no,no
7518,53.0,0.0,145.1,116.0,24.67,235.24,82.0,19.86,208.7,95.0,9.39,7.9,5.0,2.13,2.0,LA,415.0,no,no,no
7519,15.0,0.0,169.64,101.0,22.98,152.5,79.0,12.96,224.8,83.0,10.12,8.4,5.0,2.27,2.0,MO,415.0,no,no,no
7520,123.0,28.0,124.7,80.8,21.2,250.4,78.0,21.28,216.4,128.0,9.74,7.8,8.0,2.11,1.0,DC,408.0,no,yes,no
7521,137.0,0.0,215.9,76.0,36.7,145.4,118.0,12.36,186.9,129.0,8.41,12.1,5.4,3.27,1.0,PA,415.0,no,no,no
7522,106.0,0.0,119.2,142.0,20.26,228.4,139.0,18.414,197.9,91.8,8.91,8.4,9.0,2.27,2.0,TN,415.0,no,no,no
7523,88.0,0.0,144.3,116.0,24.53,156.4,74.0,13.138,214.7,90.0,9.66,7.8,10.0,2.11,3.0,NJ,510.0,no,no,no
7524,106.0,0.0,235.2,121.0,39.98,220.6,87.0,18.75,210.04,91.0,10.63,11.8,4.0,3.19,1.0,VA,415.0,no,no,no
7525,95.0,0.0,174.0,57.0,29.58,281.1,118.0,23.89,197.2,94.0,8.87,9.7,2.0,2.62,0.0,TN,510.0,no,no,no
7526,57.0,0.0,115.0,94.6,23.119999999999997,183.58,96.0,15.63,245.0,75.0,11.03,6.4,1.0,1.73,0.0,NJ,510.0,yes,no,yes
7527,184.0,0.0,151.7,93.0,25.856,178.5,77.0,15.17,229.1,111.0,10.31,13.1,8.0,3.54,2.0,WA,408.0,no,no,no
7528,109.0,0.0,153.1,102.0,26.03,234.1,77.0,19.9,237.0,74.0,14.81,9.9,9.0,2.67,3.0,AR,510.0,no,no,no
7529,127.0,0.0,218.6,93.0,37.16,149.9,130.0,12.74,204.6,131.0,9.21,9.2,5.0,2.48,2.0,WI,415.0,no,no,no
7530,82.0,0.0,265.2,122.0,45.08,178.7,102.0,17.404,174.7,90.0,7.86,8.559999999999999,9.0,2.89,2.0,WA,510.0,no,no,no
7531,180.0,0.0,143.3,134.0,24.36,180.5,113.0,15.118,184.2,87.0,8.29,10.1,4.0,2.73,1.0,RI,415.0,no,no,no
7532,174.0,0.0,190.3,98.0,28.394,252.7,70.0,21.658,220.6,97.0,9.93,7.2,9.0,1.94,2.0,ME,415.0,no,no,no
7533,92.0,0.0,184.7,94.4,26.952,262.0,73.0,22.27,239.5,120.0,10.78,12.3,6.0,3.32,2.0,CO,415.0,no,no,yes
7534,81.0,0.0,115.3,99.0,19.6,224.7,117.0,19.1,152.5,98.0,6.86,18.0,2.0,4.86,1.0,CO,408.0,no,no,no
7535,125.0,0.0,113.0,108.0,25.898000000000003,169.2,107.0,14.38,156.6,61.0,7.05,9.2,5.0,2.48,2.0,RI,408.0,no,no,yes
7536,119.0,0.0,294.2,100.0,50.01,232.5,99.4,19.76,195.0,64.0,8.78,9.0,1.0,2.43,0.0,CT,408.0,no,no,yes
7537,122.0,0.0,215.6,86.0,36.65,167.8,59.0,14.26,207.0,67.0,9.32,6.4,8.0,1.73,3.0,NC,415.0,no,no,no
7538,34.0,0.0,159.12000000000003,80.0,21.9,208.7,98.0,17.74,202.1,103.0,9.09,14.0,7.0,3.78,1.0,WY,408.0,no,no,no
7539,138.0,28.0,211.2,117.0,35.9,312.5,98.0,20.357999999999997,178.0,118.0,8.01,10.7,2.0,2.89,3.0,OR,415.0,yes,yes,yes
7540,90.0,24.0,71.2,82.0,12.1,181.6,103.0,15.44,186.9,111.0,8.41,12.9,1.0,3.48,1.0,FL,415.0,no,yes,no
7541,73.0,0.0,82.96000000000001,118.0,16.13,253.2,83.0,21.52,175.1,86.0,7.88,14.2,2.0,3.83,2.0,KY,408.0,no,no,no
7542,19.0,0.0,259.4,116.0,44.1,269.7,109.0,20.256,175.3,130.0,7.89,9.5,3.0,2.57,1.0,SC,510.0,no,no,yes
7543,120.0,28.0,215.8,123.0,36.69,285.2,76.0,24.366,192.1,78.0,8.64,6.9,3.0,1.802,1.0,WA,408.0,no,yes,no
7544,160.0,0.0,97.5,113.0,16.58,263.71999999999997,69.0,22.79,255.3,62.0,11.49,13.2,4.0,3.56,3.0,MT,415.0,no,no,no
7545,141.0,0.0,146.5,121.0,24.91,169.9,125.0,14.44,238.8,112.0,10.75,8.2,5.0,2.272,0.0,PA,510.0,no,no,no
7546,90.0,0.0,157.9,72.0,26.84,234.0,93.0,17.302,210.0,86.0,9.45,12.2,5.0,3.29,2.0,MA,408.0,no,no,no
7547,72.0,0.0,139.9,117.0,23.78,223.6,89.0,19.01,240.8,93.0,10.84,9.62,4.0,2.598,2.0,VT,415.0,no,no,no
7548,117.0,21.0,153.2,112.0,27.144,263.3,110.0,22.38,135.0,85.0,6.2780000000000005,11.9,7.0,3.21,1.0,MN,408.0,no,yes,no
7549,79.0,4.8,103.5,134.0,17.6,319.3,111.0,21.044,239.9,124.0,10.8,8.98,4.0,2.27,2.0,IL,408.0,yes,no,no
7550,87.0,7.2,185.8,119.0,31.59,192.3,83.0,16.35,200.0,96.0,9.0,6.6,4.0,1.78,1.0,AR,408.0,no,no,no
7551,102.0,0.0,129.5,56.0,22.02,354.2,118.0,30.11,145.5,93.0,6.55,10.9,3.4,2.94,1.0,MD,415.0,no,no,no
7552,49.0,0.0,236.6,91.0,40.22,220.9,146.0,18.78,146.8,114.0,6.61,8.9,2.0,2.4,1.0,MT,408.0,no,no,no
7553,67.0,0.0,260.4,107.0,44.27,208.2,104.0,17.7,207.9,115.0,9.36,10.0,2.0,2.7,6.0,VT,408.0,no,no,no
7554,107.0,0.0,167.3,100.0,28.44,163.9,79.0,13.93,185.9,100.0,8.37,6.7,5.0,1.81,2.0,CO,415.0,no,no,no
7555,190.0,0.0,182.2,101.0,30.97,212.3,95.0,18.05,233.0,123.0,10.49,9.3,4.0,2.51,2.0,NC,408.0,no,no,no
7556,118.0,27.0,133.88000000000002,80.0,19.21,150.1,87.0,12.76,204.3,115.0,9.19,12.72,4.0,2.92,2.0,WA,510.0,no,no,no
7557,120.0,0.0,185.7,133.0,29.241999999999997,235.1,149.0,19.98,256.4,78.0,10.194,16.9,6.0,4.56,0.0,TN,415.0,no,no,no
7558,94.0,3.0,136.2,114.0,27.464,165.1,118.0,14.03,137.9,71.0,6.21,9.6,5.0,2.59,0.0,AR,408.0,no,no,no
7559,115.0,29.0,222.6,81.0,29.306000000000004,190.3,109.0,16.18,201.2,87.0,9.05,11.5,2.0,3.11,1.0,DC,510.0,no,yes,no
7560,61.0,0.0,178.94,92.6,33.54,264.5,106.0,22.48,210.5,116.0,9.830000000000002,9.0,6.0,2.43,1.0,MN,415.0,no,no,no
7561,143.0,33.0,141.4,130.0,24.04,186.4,114.0,15.84,210.0,111.0,9.45,7.7,6.0,2.08,1.0,IA,510.0,no,yes,no
7562,110.0,0.0,208.0,93.8,35.36,95.1,94.0,8.08,178.5,129.0,8.03,8.0,11.0,2.582,1.0,KS,510.0,no,no,no
7563,104.0,0.0,118.5,92.0,20.15,177.8,109.0,15.11,255.7,98.0,11.51,12.1,4.0,3.27,1.0,ND,415.0,no,no,no
7564,16.0,0.0,153.2,65.0,26.04,229.7,90.0,19.52,148.2,94.0,6.67,10.7,8.0,2.89,1.0,MT,510.0,no,no,no
7565,183.0,0.0,108.3,87.0,18.41,183.6,116.0,15.61,176.6,109.0,7.95,13.5,2.0,3.65,0.0,IL,510.0,no,no,no
7566,147.0,0.0,156.71999999999997,92.0,26.642000000000003,187.7,95.6,15.95,216.5,95.0,10.04,14.4,8.0,3.89,2.0,DC,408.0,no,no,no
7567,58.0,5.8,247.2,116.0,42.02,303.7,103.0,25.81,105.4,94.0,4.74,9.3,2.0,2.51,2.0,KY,415.0,no,no,yes
7568,102.0,0.0,224.2,81.0,35.738,243.3,90.0,20.68,147.8,66.0,6.65,12.0,8.0,3.24,3.0,MS,510.0,yes,no,no
7569,123.0,0.0,166.9,98.0,28.37,202.58,77.0,18.85,243.9,114.0,10.98,12.8,4.0,3.46,3.0,TN,415.0,no,no,no
7570,64.0,43.0,118.4,103.2,20.13,144.1,108.0,12.25,158.9,91.0,7.11,8.5,6.0,2.3,1.0,IA,415.0,no,yes,no
7571,103.0,0.0,190.9,62.0,29.622000000000003,226.6,53.0,19.26,230.1,96.0,10.35,7.8,3.0,2.11,2.0,AK,510.0,no,no,no
7572,152.0,0.0,250.74,88.6,54.03,152.9,100.0,12.694,123.4,63.0,5.55,10.4,7.0,2.81,1.0,MN,415.0,no,no,yes
7573,124.0,0.0,312.0,112.0,53.04,180.0,109.0,14.62,168.6,94.0,7.59,12.8,4.0,3.46,1.0,WV,415.0,no,no,yes
7574,97.0,0.0,159.14,114.0,24.82,203.0,141.0,17.26,151.8,120.0,6.83,13.3,3.8,3.59,1.0,OR,415.0,no,no,no
7575,131.0,0.0,131.6,90.4,22.37,179.3,109.0,15.24,251.2,129.0,11.3,10.52,3.0,4.19,1.0,MS,415.0,no,no,yes
7576,57.0,33.0,193.4,105.0,32.88,231.6,79.0,19.69,226.2,90.0,10.18,11.1,11.0,3.0,2.0,ME,415.0,no,yes,no
7577,157.0,0.0,185.1,82.2,31.47,213.0,91.6,18.11,196.1,85.0,8.82,8.5,5.0,2.3,2.0,MN,510.0,no,no,no
7578,194.0,0.0,211.88,106.0,32.86,169.0,150.0,14.37,225.2,122.0,10.13,11.8,5.2,3.19,0.0,GA,510.0,no,no,no
7579,66.0,0.0,183.12,107.0,24.89,196.5,99.0,16.7,230.1,106.0,10.35,9.06,2.0,2.11,1.0,DC,415.0,no,no,no
7580,155.0,0.0,71.2,90.0,12.1,304.4,119.0,25.87,183.3,103.0,8.25,8.6,4.0,2.32,0.0,GA,510.0,no,no,no
7581,123.0,3.2,123.2,106.4,20.94,190.0,117.0,16.15,170.3,95.0,7.66,12.9,5.0,3.48,4.0,NY,415.0,no,no,yes
7582,116.0,0.0,205.0,90.0,34.85,140.9,100.8,11.98,272.6,96.0,12.27,7.5,4.0,2.03,2.0,OK,510.0,no,no,no
7583,63.0,0.0,128.7,78.0,21.88,240.8,133.0,20.47,237.7,121.0,10.7,12.8,6.0,3.46,1.0,OK,415.0,no,no,no
7584,64.0,0.0,216.9,78.0,36.87,211.0,115.0,17.94,179.8,116.0,8.09,11.4,5.0,3.08,3.0,GA,510.0,no,no,no
7585,96.0,0.0,150.0,122.0,25.5,218.5,116.0,18.57,212.4,89.0,9.56,9.8,2.0,2.65,3.0,NJ,510.0,no,no,no
7586,53.0,0.0,164.1,106.0,27.9,206.0,56.0,17.51,194.7,124.0,8.76,11.4,2.0,3.08,1.0,MN,415.0,no,no,no
7587,105.0,0.0,212.0,113.0,36.04,226.6,128.0,19.26,193.6,114.0,8.71,8.9,7.0,2.4,3.0,ME,510.0,no,no,no
7588,53.0,37.0,167.3,99.0,28.44,194.7,99.0,16.55,236.7,95.4,10.65,12.0,9.0,3.24,2.0,MI,510.0,no,yes,no
7589,101.0,0.0,154.4,130.0,26.25,217.2,96.0,18.46,185.4,89.6,8.34,13.9,4.0,3.75,1.0,MT,415.0,no,no,no
7590,129.0,30.0,177.3,95.0,30.14,211.8,102.0,18.0,240.2,108.0,11.328,9.3,7.0,2.51,3.0,NE,510.0,no,yes,no
7591,122.0,0.0,231.2,141.0,39.3,267.8,136.0,22.76,240.3,100.0,10.81,8.8,5.0,2.38,1.0,ND,408.0,no,no,yes
7592,163.0,0.0,202.9,109.0,34.49,178.6,100.0,15.18,203.8,116.0,9.17,12.8,3.0,3.46,5.0,VA,415.0,no,no,no
7593,93.0,0.0,149.6,120.0,26.238,200.7,85.0,17.06,181.2,107.0,8.15,14.3,9.0,3.86,0.0,VT,408.0,no,no,no
7594,115.0,0.0,345.3,81.0,39.294,203.4,106.0,17.29,217.5,107.0,9.79,11.8,8.0,3.19,1.0,OH,510.0,yes,no,yes
7595,25.0,0.0,264.9,80.0,45.03,281.2,66.0,23.9,166.1,80.0,7.47,8.4,4.0,2.27,1.0,AL,408.0,no,no,yes
7596,73.0,0.0,122.0,92.0,20.74,138.3,114.0,15.866000000000003,224.2,128.0,10.09,5.8,5.0,1.57,1.0,DC,408.0,no,no,no
7597,120.0,0.0,177.2,103.6,30.12,270.4,99.0,22.144,231.5,90.0,10.42,14.0,2.0,4.17,2.0,ND,415.0,no,no,no
7598,196.0,0.0,133.1,80.0,22.63,206.5,82.8,17.55,221.6,96.0,9.97,10.3,8.0,2.78,1.0,TN,415.0,no,no,no
7599,97.0,0.0,225.1,90.0,38.27,279.5,127.0,23.76,233.8,103.0,10.52,8.8,4.0,2.38,0.0,DE,510.0,no,no,yes
7600,148.0,0.0,208.4,120.0,35.43,174.4,96.4,14.82,310.7,105.0,13.98,11.2,4.0,3.02,1.0,NY,408.0,no,no,no
7601,85.0,30.0,176.2,99.0,29.43,223.76,101.0,21.01,158.7,104.0,7.14,11.5,5.0,3.318,1.0,AL,408.0,no,yes,no
7602,86.0,0.0,134.84,131.0,27.61,167.0,102.0,14.2,128.9,118.0,5.8,11.4,2.0,3.08,2.0,OK,510.0,yes,no,yes
7603,78.0,13.0,281.2,93.0,41.940000000000005,178.2,101.0,15.15,244.2,129.0,10.99,6.4,5.0,1.73,2.0,MS,415.0,no,yes,no
7604,106.0,0.0,208.3,70.4,35.41,169.4,67.0,14.4,102.0,90.0,4.59,15.9,4.0,4.29,3.0,MD,415.0,no,no,no
7605,147.0,38.0,243.4,112.2,41.38,273.8,109.0,23.27,282.9,91.0,12.73,14.1,8.0,3.81,2.0,NE,415.0,no,yes,no
7606,145.0,0.0,224.2,89.0,36.726,314.9,121.0,26.77,182.9,121.0,8.23,16.1,3.0,4.35,1.0,AR,415.0,no,no,yes
7607,91.0,0.0,189.3,100.0,32.18,239.3,107.0,20.598,89.7,89.0,4.04,9.9,3.0,2.67,3.0,IL,415.0,no,no,no
7608,81.0,46.0,168.3,124.0,28.61,270.9,103.0,20.566,222.5,98.0,10.01,6.7,2.0,1.81,4.0,IN,408.0,no,yes,no
7609,116.0,24.0,232.9,90.0,39.59,152.1,94.0,16.296,344.3,82.0,15.49,10.7,6.0,2.89,1.0,UT,415.0,no,yes,no
7610,69.0,37.0,177.16000000000005,98.0,26.35,142.4,105.0,12.1,143.7,117.0,6.47,5.9,4.0,1.59,1.0,LA,415.0,no,yes,no
7611,135.0,0.0,154.4,130.0,26.25,203.8,90.0,17.32,158.7,59.0,7.14,11.38,2.4,3.19,0.0,ID,510.0,no,no,no
7612,73.0,0.0,234.7,98.6,39.9,195.7,110.0,15.48,253.4,71.0,11.4,8.4,6.0,2.4259999999999997,2.0,KY,510.0,no,no,no
7613,48.0,0.0,240.0,88.0,40.8,141.0,117.0,11.99,128.9,137.0,5.8,7.1,9.0,1.92,1.0,MI,415.0,no,no,no
7614,125.0,0.0,298.4,78.0,50.73,270.5,142.0,22.99,107.3,84.0,4.83,12.2,2.0,3.29,0.0,NH,415.0,yes,no,yes
7615,100.0,0.0,166.0,102.0,28.22,236.1,97.0,20.07,134.3,93.0,6.04,10.9,4.0,2.94,1.0,WV,415.0,no,no,no
7616,165.0,33.0,152.14,128.2,18.97,213.3,111.0,18.13,267.6,115.0,12.04,16.0,3.0,4.32,0.0,OR,415.0,no,yes,no
7617,64.0,5.4,174.5,98.0,29.67,180.2,103.0,15.292000000000002,179.0,89.0,8.06,9.6,2.0,2.4520000000000004,2.0,SD,415.0,no,no,no
7618,116.0,27.0,175.5,137.0,29.84,183.16,60.0,17.9,294.8,121.0,13.27,6.9,5.0,1.86,1.0,MD,510.0,yes,yes,no
7619,147.0,35.0,157.5,109.0,26.78,189.6,67.0,16.12,227.0,76.0,10.22,11.1,2.0,3.0,3.0,ND,408.0,yes,yes,yes
7620,115.0,0.0,206.2,113.0,35.05,176.4,102.0,14.99,297.1,119.0,13.37,11.0,7.0,2.97,1.0,TN,415.0,no,no,no
7621,84.0,35.0,207.5,138.0,32.708,201.0,116.0,17.09,164.5,107.0,7.4,7.5,16.0,2.03,4.0,MO,415.0,no,yes,no
7622,86.0,16.0,144.8,105.0,24.62,206.2,111.0,17.53,255.4,117.0,11.49,11.6,2.0,3.13,4.0,IL,510.0,no,yes,no
7623,134.0,0.0,258.8,85.0,44.0,129.5,114.0,11.936,193.6,104.4,8.724,10.9,7.0,2.94,2.0,UT,415.0,no,no,no
7624,105.0,0.0,226.9,106.0,38.57,182.2,77.0,15.49,203.9,107.0,9.18,11.6,2.0,3.13,0.0,MI,415.0,no,no,yes
7625,88.0,0.0,132.7,119.0,25.99,171.2,107.0,14.55,257.0,106.0,11.57,12.0,5.0,3.24,2.0,AR,408.0,no,no,no
7626,90.0,27.0,161.79999999999998,51.0,26.64,236.5,118.0,20.1,123.2,111.0,5.54,12.6,6.0,3.4,2.0,TX,408.0,no,yes,no
7627,86.0,0.0,150.8,85.8,25.64,295.9,88.0,25.15,247.2,104.0,11.12,12.5,1.0,2.854,1.0,AK,408.0,no,no,no
7628,37.0,0.0,221.0,126.2,37.57,204.5,110.0,17.38,118.0,98.0,5.31,6.8,3.0,1.84,4.0,TN,415.0,no,no,no
7629,141.0,24.6,322.4,92.0,54.81,283.2,107.0,24.07,209.5,111.0,9.43,7.06,3.0,1.908,1.0,NH,415.0,no,yes,yes
7630,148.0,0.0,153.6,148.0,26.11,262.1,87.0,22.28,225.5,99.8,10.15,9.8,3.0,2.368,2.0,NM,408.0,no,no,no
7631,163.0,22.0,215.1,91.0,36.57,138.9,102.0,11.81,146.2,109.0,6.58,12.4,2.0,3.35,2.0,MN,408.0,no,yes,no
7632,89.0,35.0,174.4,108.0,29.65,196.7,100.0,16.72,127.4,74.0,5.73,11.8,3.0,3.19,1.0,IA,415.0,no,yes,no
7633,63.0,0.0,180.5,126.0,30.69,230.0,98.0,19.55,232.5,73.0,10.46,10.6,3.0,2.86,0.0,RI,415.0,no,no,no
7634,102.0,0.0,128.98,105.2,20.93,182.0,102.0,15.47,244.6,75.0,11.01,12.6,7.0,3.4,2.0,AL,415.0,no,no,no
7635,76.0,0.0,165.7,94.0,28.17,257.4,80.0,21.88,170.8,114.0,7.69,10.0,4.0,2.7,1.0,NC,510.0,no,no,no
7636,104.0,0.0,200.2,92.0,34.03,118.7,110.8,10.09,236.6,65.0,10.65,9.04,6.0,2.652,2.0,SD,408.0,no,no,no
7637,109.0,0.0,176.06,82.0,29.934000000000005,287.7,109.0,24.45,208.4,80.0,9.38,5.9,9.0,1.59,3.0,MT,510.0,no,no,no
7638,105.0,0.0,125.4,116.0,21.32,261.5,95.0,22.23,241.6,104.0,10.952,11.4,9.0,3.08,2.0,HI,510.0,no,no,no
7639,63.0,33.0,184.2,111.0,31.31,312.6,89.0,26.57,264.0,55.0,11.88,12.2,4.0,3.29,1.0,MT,415.0,no,yes,no
7640,105.0,24.0,274.7,97.4,46.7,193.5,118.0,16.45,299.6,109.0,13.48,10.8,3.0,2.92,3.0,KY,415.0,no,yes,no
7641,68.0,39.0,142.0,140.0,24.14,241.6,89.0,20.54,302.0,72.0,13.362,11.3,5.0,3.382,1.0,DC,415.0,yes,yes,no
7642,63.0,21.0,151.5,99.0,25.76,147.8,89.0,13.588,210.4,98.0,9.482,10.0,4.0,2.7,1.0,CO,408.0,yes,yes,no
7643,74.0,0.0,124.8,114.0,21.22,133.0,121.0,11.31,160.3,85.0,7.21,10.1,7.0,2.86,3.0,MI,415.0,no,no,no
7644,76.0,0.0,179.2,85.0,30.46,222.9,66.0,18.95,188.2,113.0,8.47,12.4,2.0,3.35,0.0,AL,415.0,no,no,no
7645,91.0,0.0,246.4,110.0,41.89,182.0,98.0,16.346,157.6,106.0,7.09,12.1,2.0,3.5,2.0,KS,408.0,yes,no,yes
7646,101.0,0.0,232.7,110.8,39.56,186.4,123.0,15.84,153.3,122.0,6.9,11.5,6.0,3.11,5.0,NC,415.0,no,no,no
7647,116.0,0.0,288.0,120.0,48.96,255.8,90.0,21.74,233.4,99.0,10.5,13.4,4.0,3.62,0.0,SC,408.0,no,no,yes
7648,131.0,23.0,170.8,145.0,29.04,236.7,94.6,20.12,294.5,100.0,13.25,12.7,1.0,3.43,1.0,CO,415.0,no,yes,no
7649,84.0,0.0,216.1,114.0,36.74,197.5,94.4,16.727999999999998,217.8,104.0,9.736,9.8,3.0,2.65,1.0,MN,415.0,no,no,no
7650,104.0,0.0,138.7,100.0,23.58,215.4,58.0,18.31,164.3,98.0,7.39,4.9,4.0,1.32,2.0,WY,415.0,no,no,no
7651,108.0,0.0,164.14,112.0,28.906,238.7,73.0,20.29,253.6,90.0,11.41,9.2,5.0,2.48,3.0,FL,510.0,no,no,no
