movie_display_name,movie_production_year,movie_odid,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name,movie_sequel,movie_running_time,Description
"How to Lose a Guy in 10 Days",2003,3850100,50000000,105807520,73083262,2003-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Romantic Comedy",0,116,NULL
"The Ring Two",2005,6280100,50000000,75941727,86000000,2005-01-01,"Contemporary Fiction",Remake,"Live Action",Horror,1,109,NULL
"Your Highness",2010,111670100,50000000,21596445,4525193,2010-01-01,Fantasy,"Original Screenplay","Live Action",Comedy,0,102,NULL
"Disney Planes",2013,185670100,50000000,90282580,147776989,2013-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Comedy,0,91,NULL
Garfield,2004,6390100,50000000,75367693,132726857,2004-01-01,"Contemporary Fiction","Based on Comic/Graphic Novel","Animation/Live Action",Comedy,0,80,NULL
Marmaduke,2010,111070100,50000000,33644788,50378823,2010-01-01,"Kids Fiction","Based on Comic/Graphic Novel","Digital Animation",Comedy,0,88,NULL
"Bridget Jones: The Edge Of Reason",2004,13900100,50000000,40203020,223691531,2004-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Romantic Comedy",0,108,NULL
"Into the Woods",2014,193530100,50000000,128002372,75500000,2014-01-01,Fantasy,"Based on Folk Tale/Legend/Fairytale","Animation/Live Action",Musical,0,124,NULL
"Ninja Assassin",2009,116560100,50000000,38122883,24087009,2009-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,99,NULL
Defiance,2008,19430100,50000000,28644813,24342941,2008-01-01,"Historical Fiction","Original Screenplay","Live Action",Drama,0,136,NULL
"Daddy’s Home",2015,232350100,50000000,150357137,88400000,2015-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,96,NULL
"The Book of Life",2014,185160100,50000000,50151543,47500000,2014-01-01,Fantasy,"Original Screenplay","Digital Animation",Adventure,0,95,NULL
"Drive Angry",2010,143070100,50000000,10721033,30321550,2010-01-01,Fantasy,"Original Screenplay","Live Action",Action,0,104,NULL
Firewall,2006,11330100,50000000,48751189,34000000,2006-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,105,NULL
"Into the Storm",2014,198200100,50000000,47602194,109000000,2014-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,89,NULL
"13 Hours: The Secret Soldiers of Benghazi",2016,218070100,50000000,52853219,15200000,2016-01-01,Dramatization,"Based on Factual Book/Article","Live Action",Drama,0,144,NULL
"American Reunion",2012,161360100,50000000,56758835,180040376,2012-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,1,112,NULL
"The Host",2012,143190100,50000000,26623701,37853350,2012-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,88,NULL
"Yes Man",2008,4440100,50000000,97690976,128300000,2008-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Comedy,0,104,NULL
"Raising Helen",2004,15120100,50000000,37485528,5854774,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,119,NULL
"The Life Aquatic with Steve Zissou",2004,22220100,50000000,24006726,10800000,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,118,NULL
"Super 8",2010,148790100,50000000,127004179,130968566,2010-01-01,"Science Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,112,NULL
"Out of Time",2003,13560100,50000000,41083108,14406718,2003-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,114,NULL
"Beautiful Creatures",2012,173220100,50000000,19452138,40830738,2012-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,123,NULL
"Curious George",2006,8900100,50000000,58336565,12412485,2006-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Hand Animation",Comedy,0,86,NULL
"Anchorman 2: The Legend Continues",2011,140750100,50000000,127352707,44833047,2011-01-01,"Historical Fiction","Original Screenplay","Live Action",Comedy,1,118,NULL
Syriana,2005,10760100,50000000,50824620,41866339,2005-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,127,NULL
"Failure to Launch",2006,5010100,50000000,88715192,39687709,2006-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,97,NULL
"Don’t Say a Word",2001,9750100,50000000,54997476,49490907,2001-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,113,NULL
"Hansel & Gretel: Witch Hunters",2011,149600100,50000000,55703475,159246241,2011-01-01,"Contemporary Fiction","Based on Folk Tale/Legend/Fairytale","Live Action",Action,0,100,NULL
"The Adventures of Sharkboy and Lavagirl in 3-D",2005,130160100,50000000,39177541,30248282,2005-01-01,"Kids Fiction","Original Screenplay","Live Action",Adventure,0,94,NULL
"Murder by Numbers",2002,17830100,50000000,31874869,24768398,2002-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,119,NULL
"We Bought a Zoo",2011,145140100,50000000,75624550,43104523,2011-01-01,Dramatization,"Based on Factual Book/Article","Live Action",Drama,0,124,NULL
"Zoolander 2",2015,143270100,50000000,28848693,26500000,2015-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,1,102,NULL
Twisted,2004,21430100,50000000,25195050,14924798,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,97,NULL
"Inside Man",2006,5020100,50000000,88513495,97164028,2006-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,128,NULL
Shrek,2001,420100,50000000,267655011,224157783,2001-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Digital Animation",Adventure,0,90,NULL
"The Judge",2014,195470100,50000000,47119388,29000000,2014-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,141,NULL
Moneyball,2010,145230100,50000000,75605492,35695343,2010-01-01,Dramatization,"Based on Factual Book/Article","Live Action",Drama,0,133,NULL
""Crazy",0,0,2010,142150100,50000000,84351197,62791131,2010-01-01,"Contemporary Fiction","Original Screenplay",0,Comedy,NULL
"The Forgotten",2004,7570100,50000000,66711892,50500000,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,91,NULL
"Run All Night",2015,204280100,50000000,26461644,40500000,2015-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,114,NULL
Ted,2011,151130100,50000000,218665740,337350887,2011-01-01,"Contemporary Fiction","Original Screenplay","Animation/Live Action",Comedy,0,106,NULL
"Herbie: Fully Loaded",2005,7680100,50000000,66010682,78100000,2005-01-01,"Kids Fiction","Original Screenplay","Live Action",Comedy,1,102,NULL
"I am Number Four",2010,143680100,50000000,55100437,91094722,2010-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Adventure,0,114,NULL
"The Twilight Saga: New Moon",2009,107880100,50000000,296623634,390934093,2009-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Drama,1,130,NULL
"Dream House",2010,142190100,50000000,21302340,18630000,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Horror,0,92,NULL
Basic,2003,20450100,50000000,26599248,15999250,2003-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,98,NULL
"Mr. Deeds",2002,2770100,50000000,126203320,44976083,2002-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Comedy,0,96,NULL
Hereafter,2010,143890100,50000000,32746941,72500000,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,129,NULL
"22 Jump Street",2014,191190100,50000000,191719337,139614539,2014-01-01,"Contemporary Fiction","Based on TV","Live Action",Comedy,1,111,NULL
"Planes: Fire and Rescue",2014,193480100,50000000,59157732,97241912,2014-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,1,83,NULL
"Child 44",2014,212070100,50000000,1224330,2210000,2014-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,137,NULL
Non-Stop,2013,193250100,50000000,91742160,121000000,2013-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,110,NULL
"The Adjustment Bureau",2010,138960100,50200000,62495645,64435680,2010-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,105,NULL
"Valentine's Day",2009,112380100,52000000,110485654,107083674,2009-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,124,NULL
"The Change-Up",2011,139590100,52000000,37081475,38753649,2011-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,114,NULL
"Mamma Mia!",2008,2020100,52000000,143762955,458370497,2008-01-01,"Contemporary Fiction","Based on Musical or Opera","Live Action",Musical,0,108,NULL
"Catch Me if You Can",2002,1540100,52000000,164606800,191005491,2002-01-01,Dramatization,"Based on Factual Book/Article","Live Action",Drama,0,140,NULL
"The Break-Up",2006,3140100,52000000,118703275,87024032,2006-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,106,NULL
"Zero Dark Thirty",2012,162120100,52500000,95720716,38891719,2012-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,137,NULL
"The Dukes of Hazzard",2005,5820100,53000000,80270227,29578234,2005-01-01,"Contemporary Fiction","Based on TV","Live Action",Comedy,0,105,NULL
"Black Mass",2015,210460100,53000000,62575678,32765585,2015-01-01,Dramatization,"Based on Factual Book/Article","Live Action",Drama,0,122,NULL
Grindhouse,2007,21560100,53000000,25031037,25156752,2007-01-01,Fantasy,"Original Screenplay","Live Action",Horror,0,191,NULL
"Moulin Rouge",2001,9170100,53000000,57386369,121826827,2001-01-01,"Historical Fiction","Original Screenplay","Live Action",Musical,0,126,NULL
"Flags of Our Fathers",2006,16830100,53000000,33602376,30055565,2006-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,132,NULL
"Domestic Disturbance",2001,12260100,53000000,45207112,9000000,2001-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,90,NULL
"Seven Pounds",2008,7150100,54000000,69951824,96665504,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,123,NULL
"Blade 2",2002,5590100,54000000,81676888,72661713,2002-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,1,108,NULL
""You",0,2006,6310100,54000000,75628110,54600000,2006-01-01,"Contemporary Fiction","Original Screenplay","Live Action",0,0,NULL
"Bullet to the Head",2011,166240100,55000000,9489829,13108140,2011-01-01,"Contemporary Fiction","Based on Comic/Graphic Novel","Live Action",Action,0,91,NULL
"Alvin and the Chipmunks",2007,770100,55000000,217326974,145278059,2007-01-01,"Kids Fiction","Based on TV","Animation/Live Action",Comedy,0,91,NULL
"The Forbidden Kingdom",2008,10400100,55000000,52075270,77000000,2008-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Action,0,105,NULL
"Maid in Manhattan",2002,4600100,55000000,93932896,69905321,2002-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,106,NULL
"The Pursuit of Happyness",2006,1590100,55000000,162586036,144739597,2006-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,117,NULL
Semi-Pro,2008,16900100,55000000,33479698,10500665,2008-01-01,"Historical Fiction","Original Screenplay","Live Action",Comedy,0,91,NULL
Thunderbirds,2004,42870100,55000000,6768055,21463389,2004-01-01,"Science Fiction","Based on TV","Live Action",Adventure,0,94,NULL
"American Wedding",2003,3910100,55000000,104354205,22070910,2003-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,1,96,NULL
"Captain Phillips",2013,170950100,55000000,107136417,113511767,2013-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,133,NULL
"Date Night",2010,106810100,55000000,98711404,53557629,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,88,NULL
"The Equalizer",2011,145970100,55000000,101530738,90634545,2011-01-01,"Contemporary Fiction","Based on TV","Live Action",Action,0,131,NULL
"The Watch",2011,165120100,55000000,34353000,33000000,2011-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,87,NULL
"Kill Bill: Volume 2",2004,7660100,55000000,66207920,87328062,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,1,136,NULL
Hitch,2005,1270100,55000000,177784257,189000000,2005-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,117,NULL
"Mr. Poppers's Penguins",2010,150570100,55000000,68224452,121400000,2010-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Live Action",Adventure,0,93,NULL
"Free Birds",2013,149460100,55000000,55750480,54636592,2013-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Comedy,0,91,NULL
"The Phantom of the Opera",2004,10610100,55000000,51225796,107000000,2004-01-01,"Historical Fiction","Based on Musical or Opera","Live Action",Musical,0,143,NULL
Burlesque,2010,111700100,55000000,39440655,50216743,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,116,NULL
Paddington,2014,197340100,55000000,76223578,183317852,2014-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Animation/Live Action",Adventure,0,95,NULL
R.V.,2006,6760100,55000000,71452035,15800000,2006-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,98,NULL
"Lucky You",2007,45050100,55000000,5755286,766543,2007-01-01,"Historical Fiction","Original Screenplay","Live Action",Drama,0,124,NULL
"The Pirates! Band of Misfits",2011,150790100,55000000,31051126,105092479,2011-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Stop-Motion Animation",Adventure,0,88,NULL
"Kill Bill: Volume 1",2003,7120100,55000000,70098138,106371290,2003-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,110,NULL
Changeling,2008,15870100,55000000,35739802,78065778,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,142,NULL
"Muppets Most Wanted",2013,186230100,55000000,51178893,28133408,2013-01-01,"Kids Fiction","Based on TV","Live Action",Comedy,1,106,NULL
Flightplan,2005,4950100,55000000,89706988,124685916,2005-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,98,NULL
"Walking Tall",2004,12030100,56000000,46213824,1100000,2004-01-01,"Contemporary Fiction",Remake,"Live Action",Action,0,86,NULL
"The Pacifier",2005,3420100,56000000,113006880,85000000,2005-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,95,NULL
"Anger Management",2003,2330100,56000000,135560942,60100000,2003-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,106,NULL
"Ghost Rider: Spirit of Vengeance",2010,146310100,57000000,51774002,97443353,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,1,95,NULL
"After the Sunset",2004,130280100,57000000,28328132,10000982,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,91,NULL
"That's My Boy",2011,158690100,57500000,36931089,21154146,2011-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,115,NULL
"Resident Evil: Afterlife",2010,111610100,57500000,60128566,235745624,2010-01-01,"Science Fiction","Based on Game","Live Action",Horror,1,97,NULL
"Sex and the City",2008,1810100,57500000,152647258,262600000,2008-01-01,"Contemporary Fiction","Based on TV","Live Action",Comedy,0,145,NULL
Deadpool,2016,142380100,58000000,361938163,400400000,2016-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,0,107,NULL
""Che",0,2008,71930100,58000000,293708,29824849,2008-01-01,,,,NULL,0,NULL
"Just Like Heaven",2005,11390100,58000000,48318130,52368953,2005-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Romantic Comedy",0,95,NULL
"The Internship",2013,176720100,58000000,44672764,49000000,2013-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,119,NULL
"Red Tails",2009,109930100,58000000,49876377,489121,2009-01-01,"Historical Fiction","Based on Real Life Events","Live Action",Action,0,120,NULL
"American Sniper",2014,209270100,58000000,350126372,197200000,2014-01-01,Dramatization,"Based on Factual Book/Article","Live Action",Drama,0,132,NULL
Leatherheads,2008,18140100,58000000,31230175,9974690,2008-01-01,"Historical Fiction","Original Screenplay","Live Action","Romantic Comedy",0,114,NULL
Goosebumps,2015,204360100,58000000,80069458,76953750,2015-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Horror,0,103,NULL
"Trouble with the Curve",2012,172630100,60000000,35763137,12055776,2012-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,111,NULL
"State of Play",2009,15290100,60000000,37017955,51814255,2009-01-01,"Contemporary Fiction","Based on TV","Live Action",Thriller/Suspense,0,127,NULL
"The Shaggy Dog",2006,8480100,60000000,61123569,26000000,2006-01-01,Fantasy,Remake,"Live Action",Comedy,0,98,NULL
"The Bourne Identity",2002,2960100,60000000,121468960,92888411,2002-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,118,NULL
"Miss Congeniality 2: Armed and Fabulous",2005,11360100,60000000,48478006,52904390,2005-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,1,115,NULL
"Dark Water",2005,21240100,60000000,25473093,24000000,2005-01-01,Fantasy,Remake,"Live Action",Thriller/Suspense,0,105,NULL
"The Black Dahlia",2006,23100100,60000000,22545080,26565712,2006-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,121,NULL
"Meet Dave",2008,34550100,60000000,11803254,38845552,2008-01-01,"Science Fiction","Original Screenplay","Live Action",Comedy,0,90,NULL
"Jack Ryan: Shadow Recruit",2013,180710100,60000000,50577412,80800000,2013-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,105,NULL
"London Has Fallen",2015,207160100,60000000,61982696,130138043,2015-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,1,99,NULL
"The Mortal Instruments: City of Bones",2013,175340100,60000000,31165421,44800146,2013-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Adventure,0,130,NULL
Red,2010,140050100,60000000,90380162,106059531,2010-01-01,"Contemporary Fiction","Based on Comic/Graphic Novel","Live Action",Action,0,110,NULL
"Sinbad: Legend of the Seven Seas",2003,20540100,60000000,26483452,54284432,2003-01-01,"Kids Fiction","Based on Folk Tale/Legend/Fairytale","Hand Animation",Adventure,0,85,NULL
"The Boxtrolls",2014,161050100,60000000,50837305,61108946,2014-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Stop-Motion Animation",Adventure,0,96,NULL
"The Last Castle",2001,26890100,60000000,18208078,2333590,2001-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,132,NULL
"Starsky & Hutch",2004,5050100,60000000,88200225,82000000,2004-01-01,"Historical Fiction","Based on TV","Live Action",Comedy,0,101,NULL
"Righteous Kill",2008,13980100,60000000,40081410,38400000,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,110,NULL
Shooter,2007,11790100,60000000,47003582,48534978,2007-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,126,NULL
Flyboys,2006,32730100,60000000,13090630,1725749,2006-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,139,NULL
"Intolerable Cruelty",2003,16060100,60000000,35327628,86000000,2003-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,100,NULL
"Marley & Me",2008,2040100,60000000,143153751,104658260,2008-01-01,Dramatization,"Based on Fiction Book/Short Story","Live Action",Comedy,0,116,NULL
"The Italian Job",2003,3840100,60000000,106126012,70136827,2003-01-01,"Contemporary Fiction",Remake,"Live Action",Adventure,0,111,NULL
Joy,2015,208840100,60000000,56451232,44300000,2015-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,124,NULL
"Couples Retreat",2009,109340100,60000000,109205660,63244763,2009-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,113,NULL
"The Soloist",2009,17920100,60000000,31720158,6668866,2009-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,117,NULL
"Cats & Dogs",2001,4670100,60000000,93375151,107324849,2001-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,83,NULL
"Daddy Day Care",2003,3930100,60000000,104148781,60136806,2003-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,92,NULL
"The Scorpion King",2002,4860100,60000000,90580000,75310634,2002-01-01,Fantasy,Spin-Off,"Live Action",Action,0,94,NULL
Invictus,2009,116120100,60000000,37491364,87022647,2009-01-01,Dramatization,"Based on Factual Book/Article","Live Action",Drama,0,135,NULL
Collateral,2004,4340100,60000000,100170152,117500000,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,120,NULL
"Chicken Little",2005,2340100,60000000,135386665,174657158,2005-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,82,NULL
"Man on Fire",2004,6080100,60000000,77906816,53061763,2004-01-01,"Contemporary Fiction",Remake,"Live Action",Thriller/Suspense,0,146,NULL
"Michael Jackson's This Is It",2009,112100100,60000000,72091016,180000000,2009-01-01,Factual,"Based on Real Life Events","Live Action",Documentary,0,111,NULL
"Wild Hogs",2007,1470100,60000000,168213584,85341799,2007-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,99,NULL
Contagion,2011,142020100,60000000,75658097,61893497,2011-01-01,"Science Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,105,NULL
"Jack Reacher",2012,177040100,60000000,80070736,137300000,2012-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,130,NULL
"Year One",2009,12790100,60000000,43337279,14267444,2009-01-01,"Historical Fiction","Original Screenplay","Live Action",Comedy,0,97,NULL
ParaNorman,2011,161030100,60000000,56003051,51590071,2011-01-01,"Kids Fiction","Original Screenplay","Stop-Motion Animation",Comedy,0,96,NULL
Coraline,2009,6410100,60000000,75286229,50750828,2009-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Stop-Motion Animation",Adventure,0,100,NULL
"The Lego Movie",2013,175660100,60000000,257784718,199944670,2013-01-01,"Kids Fiction","Based on Toy","Digital Animation",Adventure,0,110,NULL
"Two Weeks Notice",2002,4680100,60000000,93354918,105688391,2002-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,101,NULL
"The Great Raid",2005,36950100,60000000,10166502,430568,2005-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Action,0,132,NULL
"The Tale of Despereaux",2008,10730100,60000000,50877145,39605172,2008-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Digital Animation",Adventure,0,93,NULL
"Eat Pray Love",2010,138070100,60000000,80574010,126024779,2010-01-01,"Contemporary Fiction","Based on Factual Book/Article","Live Action",Drama,0,134,NULL
"XXX: State of the Union",2005,20330100,60000000,26082914,44200000,2005-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,1,101,NULL
"Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing",2016,252340100,60000000,709982,193348521,2016-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Action,1,118,NULL
"Winter's Tale",2013,196470100,60000000,12600231,9868389,2013-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Drama,0,118,NULL
Inkheart,2009,27740100,60000000,17303424,49352514,2009-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Adventure,0,106,NULL
"The Happening",2008,7930100,60000000,64506874,98271510,2008-01-01,"Science Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,90,NULL
Paycheck,2003,9940100,60000000,53789313,45030476,2003-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,115,NULL
300,2007,129760100,60000000,210592590,243546996,2007-01-01,"Historical Fiction","Based on Comic/Graphic Novel","Animation/Live Action",Action,0,115,NULL
"Gangster Squad",2011,167070100,60000000,46000903,58100000,2011-01-01,Dramatization,"Based on Factual Book/Article","Live Action",Drama,0,110,NULL
"Meet the Fockers",2004,400100,60000000,279167575,237400000,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,1,114,NULL
Priest,2010,111630100,60000000,29136626,55017400,2010-01-01,Fantasy,"Based on Comic/Graphic Novel","Live Action",Horror,0,87,NULL
"The Spirit",2008,25460100,60000000,19806188,19200000,2008-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,0,102,NULL
"Gone Girl",2014,198800100,61000000,167767189,200800000,2014-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,149,NULL
"2 Guns",2012,179790100,61000000,75612460,56880555,2012-01-01,"Contemporary Fiction","Based on Comic/Graphic Novel","Live Action",Action,0,109,NULL
"Maze Runner: The Scorch Trials",2015,215990100,61000000,81697192,229000000,2015-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,1,131,NULL
"Blades of Glory",2007,3160100,61000000,118245842,27000000,2007-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,93,NULL
"The Hateful Eight",2015,211850100,62000000,54117416,91285494,2015-01-01,"Historical Fiction","Original Screenplay","Live Action",Western,0,167,NULL
"Austin Powers in Goldmember",2002,820100,63000000,213117789,79620837,2002-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,1,94,NULL
Hop,2011,158310100,63000000,108085305,80572288,2011-01-01,"Kids Fiction","Based on Folk Tale/Legend/Fairytale","Animation/Live Action",Comedy,0,95,NULL
Unbroken,2014,194560100,65000000,115637895,47805041,2014-01-01,Dramatization,"Based on Factual Book/Article","Live Action",Drama,0,137,NULL
"Blade: Trinity",2004,10300100,65000000,52397389,80000000,2004-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,1,113,NULL
Everest,2015,203040100,65000000,43309450,160820954,2015-01-01,Dramatization,"Based on Real Life Events","Live Action",Thriller/Suspense,0,121,NULL
"This Means War",2011,149340100,65000000,54760791,102213766,2011-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,120,NULL
"Due Date",2010,111170100,65000000,100539043,111200000,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,95,NULL
Annie,2014,189420100,65000000,85911262,53929263,2014-01-01,"Contemporary Fiction",Remake,"Live Action",Musical,0,118,NULL
"The Dictator",2011,149540100,65000000,59650222,120498675,2011-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,83,NULL
"Les Miserables",2012,167200100,65000000,148809770,293359282,2012-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Musical,0,158,NULL
"Sin City: A Dame to Kill For",2011,123940100,65000000,13757804,25741545,2011-01-01,Fantasy,"Based on Comic/Graphic Novel","Live Action",Action,1,101,NULL
Elektra,2005,22000100,65000000,24409722,32000000,2005-01-01,"Super Hero",Spin-Off,"Live Action",Action,0,97,NULL
"World Trade Center",2006,7030100,65000000,70278893,93016761,2006-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,129,NULL
"The Missing",2003,20310100,65000000,26900336,11353097,2003-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Western,0,136,NULL
"Tian jiang xiong shi",2015,224750100,65000000,74070,116790000,2015-01-01,"Historical Fiction","Original Screenplay","Live Action",Action,0,126,NULL
Lincoln,2011,104420100,65000000,182207973,91138308,2011-01-01,Dramatization,"Based on Fiction Book/Short Story","Live Action",Drama,0,149,NULL
